product_name,planned_qty,actual_qty,planned_cost,actual_cost,planned_date,actual_date,status
Item SKU Industrial 242,42,42,385.56,385.56,2026-02-22,2026-02-22,completed
Item SKU Industrial 67,11,11,3316.83,3316.83,2024-09-10,2024-09-10,completed
Item SKU Industrial 486,29,29,3845.4,3845.4,2024-01-18,2024-01-18,completed
Item SKU Industrial 494,51,51,7244.04,7244.04,2025-10-26,2025-10-28,completed_late
Item SKU Industrial 387,48,48,1527.36,1527.36,2026-04-29,2026-04-29,completed
Item SKU Industrial 213,42,42,819.0,819.0,2026-01-30,2026-01-30,completed
Item SKU Industrial 328,3,3,127.71,127.71,2026-03-18,2026-03-18,completed
Item SKU Industrial 320,42,42,685.02,685.02,2024-10-19,2024-10-27,completed_late
Item SKU Industrial 470,38,38,753.92,753.92,2024-12-06,2024-12-06,completed
Item SKU Industrial 188,26,26,377.26,377.26,2025-03-05,2025-03-05,completed
Item SKU Industrial 390,25,25,187.25,215.34,2025-07-27,2025-07-29,completed_late
Item SKU Industrial 248,8,8,355.76,355.76,2026-03-09,2026-03-09,completed
Item SKU Industrial 275,8,8,431.04,431.04,2024-12-30,2024-12-30,completed
Item SKU Industrial 165,29,29,404.26,404.26,2025-09-26,2025-09-26,completed
Item SKU Industrial 78,13,13,592.02,592.02,2024-05-30,2024-05-30,completed
Item SKU Industrial 136,6,6,519.54,519.54,2024-03-14,2024-03-14,completed
Item SKU Industrial 489,35,35,1951.6,1951.6,2025-01-20,2025-01-20,completed
Item SKU Industrial 397,15,15,2208.9,2208.9,2024-09-27,2024-09-29,completed_late
Item SKU Industrial 461,4,4,184.0,184.0,2025-06-08,2025-06-08,completed
Item SKU Industrial 365,28,28,1097.6,1097.6,2024-06-28,2024-06-28,completed
Item SKU Industrial 62,34,34,374.0,374.0,2024-09-09,2024-09-09,completed
Item SKU Industrial 158,24,24,9701.04,11156.2,2025-02-03,2025-02-03,completed
Item SKU Industrial 211,8,8,237.6,237.6,2025-09-08,2025-09-08,completed
Item SKU Industrial 203,5,5,1147.0,1147.0,2024-08-29,2024-08-29,completed
Item SKU Industrial 137,41,41,2393.58,2393.58,2024-03-07,2024-03-09,completed_late
Item SKU Industrial 216,19,19,385.32,385.32,2025-10-20,2025-10-20,completed
Item SKU Industrial 21,2,2,496.86,496.86,2025-08-22,2025-08-22,completed
Item SKU Industrial 347,44,44,1017.28,1017.28,2025-05-29,2025-05-29,completed
Item SKU Industrial 375,26,26,2629.12,2629.12,2025-08-18,2025-08-18,completed
Item SKU Industrial 92,49,49,1567.51,1567.51,2024-02-05,2024-02-05,completed
Item SKU Industrial 356,40,40,771.6,771.6,2024-11-26,2024-11-26,completed
Item SKU Industrial 149,22,22,3521.76,3521.76,2024-02-29,2024-03-02,completed_late
Item SKU Industrial 281,8,8,118.72,136.53,2025-12-11,2025-12-11,completed
Item SKU Industrial 11,36,36,5776.2,5776.2,2026-05-15,2026-05-15,completed
Item SKU Industrial 225,4,4,36.6,36.6,2024-05-09,2024-05-09,completed
Item SKU Industrial 50,31,31,328.29,328.29,2025-03-04,2025-03-04,completed
Item SKU Industrial 415,3,3,696.78,696.78,2025-03-23,2025-03-31,completed_late
Item SKU Industrial 139,45,45,7316.55,7316.55,2024-06-21,2024-06-21,completed
Item SKU Industrial 89,51,51,3984.63,3984.63,2026-01-04,2026-01-06,completed_late
Item SKU Industrial 453,9,9,363.87,363.87,2025-07-13,2025-07-13,completed
Item SKU Industrial 219,3,3,115.98,115.98,2026-02-01,2026-02-01,completed
Item SKU Industrial 103,15,15,977.4,977.4,2025-01-24,2025-01-24,completed
Item SKU Industrial 58,44,44,3864.08,3864.08,2024-06-06,2024-06-06,completed
Item SKU Industrial 103,48,48,3127.68,3596.83,2025-12-19,2025-12-19,completed
Item SKU Industrial 222,25,25,2258.5,2258.5,2026-02-15,2026-02-15,completed
Item SKU Industrial 471,7,7,391.79,391.79,2026-02-28,2026-03-02,completed_late
Item SKU Industrial 431,1,1,129.17,129.17,2026-03-26,2026-03-26,completed
Item SKU Industrial 484,25,25,1798.75,1798.75,2024-12-15,2024-12-15,completed
Item SKU Industrial 262,33,33,1979.01,1979.01,2024-10-18,2024-10-18,completed
Item SKU Industrial 486,45,45,5967.0,5967.0,2025-08-23,2025-08-23,completed
Item SKU Industrial 462,11,11,2026.86,2026.86,2025-06-19,2025-06-19,completed
Item SKU Industrial 46,48,48,7141.44,7141.44,2026-01-01,2026-01-01,completed
Item SKU Industrial 183,12,12,110.88,110.88,2024-08-30,2024-09-01,completed_late
Item SKU Industrial 371,4,4,917.04,917.04,2026-01-12,2026-01-12,completed
Item SKU Industrial 39,17,17,1332.8,1532.72,2025-03-29,2025-03-29,completed
Item SKU Industrial 317,19,19,869.06,869.06,2024-09-05,2024-09-05,completed
Item SKU Industrial 37,11,11,2400.31,2400.31,2025-12-18,2025-12-18,completed
Item SKU Industrial 402,31,31,859.01,859.01,2026-03-08,2026-03-08,completed
Item SKU Industrial 411,4,4,876.28,876.28,2024-10-09,2024-10-09,completed
Item SKU Industrial 17,48,48,1955.52,1955.52,2024-09-08,2024-09-10,completed_late
Item SKU Industrial 440,29,29,5211.59,5211.59,2025-06-18,2025-06-18,completed
Item SKU Industrial 433,16,16,3033.44,3033.44,2024-02-16,2024-02-16,completed
Item SKU Industrial 292,29,29,863.33,863.33,2025-04-21,2025-04-21,completed
Item SKU Industrial 34,36,36,5999.76,5999.76,2025-02-14,2025-02-14,completed
Item SKU Industrial 447,48,48,292.8,292.8,2025-03-25,2025-03-25,completed
Item SKU Industrial 284,14,14,1084.44,1247.11,2026-05-24,2026-06-01,completed_late
Item SKU Industrial 328,2,2,85.14,85.14,2025-03-10,2025-03-12,completed_late
Item SKU Industrial 310,37,37,7495.46,7495.46,2024-06-03,2024-06-03,completed
Item SKU Industrial 421,3,3,608.22,608.22,2024-12-17,2024-12-17,completed
Item SKU Industrial 146,44,44,3446.52,3446.52,2025-04-17,2025-04-17,completed
Item SKU Industrial 279,44,44,4820.64,4820.64,2024-10-25,2024-10-25,completed
Item SKU Industrial 377,14,14,3609.9,3609.9,2024-07-25,2024-07-25,completed
Item SKU Industrial 249,47,47,3081.79,3081.79,2025-03-06,2025-03-06,completed
Item SKU Industrial 410,8,8,178.32,178.32,2025-10-03,2025-10-05,completed_late
Item SKU Industrial 10,45,45,6030.9,6030.9,2025-05-28,2025-05-28,completed
Item SKU Industrial 424,20,20,1937.4,1937.4,2025-01-31,2025-01-31,completed
Item SKU Industrial 343,46,46,12706.58,14612.57,2024-04-02,2024-04-02,completed
Item SKU Industrial 266,30,30,248.7,248.7,2026-03-09,2026-03-09,completed
Item SKU Industrial 304,49,49,15269.87,15269.87,2024-10-06,2024-10-06,completed
Item SKU Industrial 429,41,41,3157.82,3157.82,2025-01-30,2025-01-30,completed
Item SKU Industrial 426,17,17,1578.11,1578.11,2025-05-08,2025-05-10,completed_late
Item SKU Industrial 292,26,26,774.02,774.02,2024-12-07,2024-12-07,completed
Item SKU Industrial 311,38,38,3130.44,3130.44,2026-04-23,2026-04-23,completed
Item SKU Industrial 350,39,39,3157.83,3157.83,2025-07-20,2025-07-20,completed
Item SKU Industrial 166,27,27,6558.84,6558.84,2025-06-07,2025-06-07,completed
Item SKU Industrial 401,14,14,292.18,292.18,2025-12-27,2025-12-27,completed
Item SKU Industrial 47,9,9,1256.22,1256.22,2024-06-07,2024-06-07,completed
Item SKU Industrial 343,20,20,5524.6,6353.29,2024-08-10,2024-08-12,completed_late
Item SKU Industrial 441,14,14,1068.2,1068.2,2024-03-31,2024-03-31,completed
Item SKU Industrial 295,30,30,877.8,877.8,2024-09-21,2024-09-21,completed
Item SKU Industrial 3,36,36,264.6,264.6,2026-05-24,2026-05-24,completed
Item SKU Industrial 117,13,13,1175.2,1175.2,2026-05-25,2026-05-25,completed
Item SKU Industrial 25,11,11,1520.86,1520.86,2024-05-18,2024-05-18,completed
Item SKU Industrial 253,14,14,1624.56,1624.56,2024-10-06,2024-10-06,completed
Item SKU Industrial 421,18,18,3649.32,3649.32,2025-07-26,2025-08-03,completed_late
Item SKU Industrial 483,1,1,50.45,50.45,2025-08-04,2025-08-04,completed
Item SKU Industrial 155,7,7,1254.47,1254.47,2025-03-15,2025-03-15,completed
Item SKU Industrial 469,25,25,6021.75,6021.75,2025-06-22,2025-06-22,completed
Item SKU Industrial 220,27,27,4822.47,5545.84,2025-08-11,2025-08-11,completed
Item SKU Industrial 156,8,8,1035.12,1035.12,2025-06-26,2025-06-26,completed
Item SKU Industrial 349,2,2,241.88,241.88,2026-05-23,2026-05-23,completed
Item SKU Industrial 488,13,13,770.51,770.51,2025-06-27,2025-06-29,completed_late
Item SKU Industrial 337,17,17,1435.48,1435.48,2025-02-10,2025-02-10,completed
Item SKU Industrial 223,47,47,1038.7,1038.7,2026-01-31,2026-01-31,completed
Item SKU Industrial 122,50,50,4396.0,4396.0,2025-12-26,2025-12-26,completed
Item SKU Industrial 296,39,39,785.07,785.07,2025-05-01,2025-05-01,completed
Item SKU Industrial 377,44,44,11345.4,11345.4,2025-06-26,2025-06-26,completed
Item SKU Industrial 415,45,45,10451.7,10451.7,2024-07-08,2024-07-08,completed
Item SKU Industrial 160,33,33,4299.24,4299.24,2026-04-16,2026-04-18,completed_late
Item SKU Industrial 150,7,7,906.08,1041.99,2025-08-25,2025-08-25,completed
Item SKU Industrial 495,19,19,3904.12,3904.12,2026-04-09,2026-04-09,completed
Item SKU Industrial 474,27,27,1643.22,1643.22,2024-07-14,2024-07-14,completed
Item SKU Industrial 27,50,50,11046.0,11046.0,2025-03-28,2025-03-28,completed
Item SKU Industrial 112,48,48,438.24,438.24,2025-02-25,2025-02-25,completed
Item SKU Industrial 483,1,1,50.45,50.45,2025-02-22,2025-02-22,completed
Item SKU Industrial 338,41,41,2466.15,2466.15,2024-05-10,2024-05-12,completed_late
Item SKU Industrial 93,26,26,4669.86,4669.86,2025-06-26,2025-06-26,completed
Item SKU Industrial 134,2,2,439.64,439.64,2025-04-21,2025-04-21,completed
Item SKU Industrial 425,48,48,10793.28,10793.28,2025-01-25,2025-01-25,completed
Item SKU Industrial 329,17,17,243.78,243.78,2025-12-29,2025-12-29,completed
Item SKU Industrial 259,27,27,1637.82,1883.49,2025-01-22,2025-01-22,completed
Item SKU Industrial 419,23,23,2239.51,2239.51,2026-05-07,2026-05-07,completed
Item SKU Industrial 8,49,49,4521.23,4521.23,2025-10-13,2025-10-15,completed_late
Item SKU Industrial 100,41,41,2646.14,2646.14,2026-03-23,2026-03-31,completed_late
Item SKU Industrial 127,53,53,3300.84,3300.84,2025-09-25,2025-09-25,completed
Item SKU Industrial 192,11,11,562.43,562.43,2025-11-27,2025-11-27,completed
Item SKU Industrial 366,19,19,1042.72,1042.72,2025-05-21,2025-05-21,completed
Item SKU Industrial 222,35,35,3161.9,3161.9,2026-01-01,2026-01-01,completed
Item SKU Industrial 191,31,31,2775.12,2775.12,2026-03-21,2026-03-21,completed
Item SKU Industrial 239,18,18,254.16,254.16,2026-04-20,2026-04-22,completed_late
Item SKU Industrial 389,52,52,5278.52,5278.52,2024-02-10,2024-02-10,completed
Item SKU Industrial 282,23,23,875.15,1006.42,2026-04-10,2026-04-10,completed
Item SKU Industrial 294,15,15,355.95,355.95,2025-08-09,2025-08-09,completed
Item SKU Industrial 42,53,53,1676.39,1676.39,2025-01-17,2025-01-17,completed
Item SKU Industrial 364,52,52,3023.28,3023.28,2025-08-24,2025-08-24,completed
Item SKU Industrial 107,29,29,3151.43,3151.43,2026-04-11,2026-04-11,completed
Item SKU Industrial 403,44,44,5010.72,5010.72,2025-10-25,2025-10-27,completed_late
Item SKU Industrial 250,8,8,732.8,732.8,2024-08-24,2024-08-24,completed
Item SKU Industrial 191,1,1,89.52,89.52,2026-05-15,2026-05-15,completed
Item SKU Industrial 124,53,53,16840.75,16840.75,2026-02-05,2026-02-05,completed
Item SKU Industrial 447,14,14,85.4,85.4,2024-11-27,2024-11-27,completed
Item SKU Industrial 93,50,50,8980.5,8980.5,2024-03-02,2024-03-02,completed
Item SKU Industrial 170,51,51,4365.09,5019.85,2026-05-20,2026-05-20,completed
Item SKU Industrial 164,13,13,761.93,761.93,2024-06-05,2024-06-07,completed_late
Item SKU Industrial 488,26,26,1541.02,1541.02,2026-01-23,2026-01-23,completed
Item SKU Industrial 410,51,51,1136.79,1136.79,2025-03-16,2025-03-16,completed
Item SKU Industrial 306,38,38,6070.88,6070.88,2025-10-25,2025-10-25,completed
Item SKU Industrial 272,26,26,2433.86,2433.86,2024-08-04,2024-08-04,completed
Item SKU Industrial 102,17,17,225.59,225.59,2024-12-28,2024-12-28,completed
Item SKU Industrial 331,2,2,859.46,859.46,2026-01-25,2026-01-25,completed
Item SKU Industrial 103,24,24,1563.84,1563.84,2025-05-15,2025-05-17,completed_late
Item SKU Industrial 386,4,4,76.48,76.48,2025-09-12,2025-09-12,completed
Item SKU Industrial 223,18,18,397.8,397.8,2025-09-11,2025-09-19,completed_late
Item SKU Industrial 221,33,33,2035.11,2340.38,2025-11-20,2025-11-20,completed
Item SKU Industrial 51,49,49,3617.18,3617.18,2024-12-06,2024-12-06,completed
Item SKU Industrial 330,23,23,236.21,236.21,2025-04-26,2025-04-26,completed
Item SKU Industrial 384,15,15,3237.75,3237.75,2026-03-31,2026-03-31,completed
Item SKU Industrial 106,39,39,3534.57,3534.57,2025-01-24,2025-01-26,completed_late
Item SKU Industrial 63,40,40,5849.2,5849.2,2025-06-03,2025-06-03,completed
Item SKU Industrial 411,7,7,1533.49,1533.49,2024-08-01,2024-08-01,completed
Item SKU Industrial 60,30,30,379.5,379.5,2025-09-18,2025-09-18,completed
Item SKU Industrial 123,1,1,10.0,10.0,2025-01-05,2025-01-05,completed
Item SKU Industrial 291,22,22,424.38,424.38,2026-04-06,2026-04-06,completed
Item SKU Industrial 385,19,19,2640.62,2640.62,2025-10-17,2025-10-17,completed
Item SKU Industrial 218,12,12,300.24,345.28,2024-12-09,2024-12-11,completed_late
Item SKU Industrial 459,7,7,127.26,127.26,2026-05-24,2026-05-24,completed
Item SKU Industrial 45,9,9,1135.44,1135.44,2024-03-14,2024-03-14,completed
Item SKU Industrial 404,25,25,2653.75,2653.75,2025-12-06,2025-12-06,completed
Item SKU Industrial 342,51,51,8081.46,8081.46,2025-11-07,2025-11-07,completed
Item SKU Industrial 4,7,7,1077.65,1077.65,2025-01-18,2025-01-18,completed
Item SKU Industrial 445,7,7,224.42,224.42,2024-11-06,2024-11-06,completed
Item SKU Industrial 391,48,48,3397.44,3397.44,2025-06-14,2025-06-16,completed_late
Item SKU Industrial 226,15,15,297.9,297.9,2024-06-08,2024-06-08,completed
Item SKU Industrial 51,1,1,73.82,73.82,2025-04-07,2025-04-07,completed
Item SKU Industrial 205,7,7,239.12,239.12,2025-07-26,2025-07-26,completed
Item SKU Industrial 230,20,20,315.6,362.94,2024-03-01,2024-03-01,completed
Item SKU Industrial 148,35,35,10527.65,10527.65,2024-02-02,2024-02-02,completed
Item SKU Industrial 113,23,23,642.16,642.16,2025-01-20,2025-01-20,completed
Item SKU Industrial 489,27,27,1505.52,1505.52,2024-03-25,2024-03-27,completed_late
Item SKU Industrial 399,28,28,1503.32,1503.32,2024-06-15,2024-06-15,completed
Item SKU Industrial 123,52,52,520.0,520.0,2024-10-09,2024-10-09,completed
Item SKU Industrial 496,18,18,755.82,755.82,2024-05-27,2024-06-04,completed_late
Item SKU Industrial 329,18,18,258.12,258.12,2026-02-13,2026-02-13,completed
Item SKU Industrial 425,22,22,4946.92,4946.92,2025-06-20,2025-06-20,completed
Item SKU Industrial 146,28,28,2193.24,2193.24,2025-12-11,2025-12-11,completed
Item SKU Industrial 106,15,15,1359.45,1359.45,2024-03-15,2024-03-17,completed_late
Item SKU Industrial 20,42,42,1581.3,1818.5,2025-11-27,2025-11-27,completed
Item SKU Industrial 447,25,25,152.5,152.5,2025-05-15,2025-05-15,completed
Item SKU Industrial 466,41,41,243.54,243.54,2026-02-05,2026-02-05,completed
Item SKU Industrial 314,12,12,1341.24,1341.24,2025-07-25,2025-07-25,completed
Item SKU Industrial 21,25,25,6210.75,6210.75,2024-01-04,2024-01-04,completed
Item SKU Industrial 218,33,33,825.66,825.66,2026-02-16,2026-02-16,completed
Item SKU Industrial 17,16,16,651.84,651.84,2025-05-10,2025-05-12,completed_late
Item SKU Industrial 224,14,14,336.56,336.56,2025-06-02,2025-06-02,completed
Item SKU Industrial 296,16,16,322.08,322.08,2024-04-06,2024-04-06,completed
Item SKU Industrial 97,31,31,10761.65,10761.65,2026-02-06,2026-02-06,completed
Item SKU Industrial 64,34,34,3945.02,3945.02,2025-06-22,2025-06-22,completed
Item SKU Industrial 118,52,52,1432.6,1647.49,2025-10-23,2025-10-23,completed
Item SKU Industrial 22,46,46,8902.84,8902.84,2025-03-31,2025-03-31,completed
Item SKU Industrial 266,50,50,414.5,414.5,2026-03-12,2026-03-14,completed_late
Item SKU Industrial 271,39,39,7064.85,7064.85,2024-05-13,2024-05-13,completed
Item SKU Industrial 226,49,49,973.14,973.14,2024-06-01,2024-06-01,completed
Item SKU Industrial 194,7,7,1542.45,1542.45,2025-12-14,2025-12-14,completed
Item SKU Industrial 84,41,41,441.16,441.16,2026-02-05,2026-02-05,completed
Item SKU Industrial 214,18,18,295.56,295.56,2024-10-05,2024-10-05,completed
Item SKU Industrial 174,47,47,2692.16,2692.16,2025-06-12,2025-06-12,completed
Item SKU Industrial 211,14,14,415.8,415.8,2025-10-09,2025-10-11,completed_late
Item SKU Industrial 282,38,38,1445.9,1445.9,2025-02-21,2025-02-21,completed
Item SKU Industrial 112,24,24,219.12,251.99,2025-06-07,2025-06-07,completed
Item SKU Industrial 449,36,36,1635.84,1635.84,2026-01-15,2026-01-15,completed
Item SKU Industrial 123,18,18,180.0,180.0,2025-06-12,2025-06-20,completed_late
Item SKU Industrial 453,27,27,1091.61,1091.61,2025-06-02,2025-06-02,completed
Item SKU Industrial 133,19,19,2988.13,2988.13,2025-11-15,2025-11-15,completed
Item SKU Industrial 309,29,29,2448.47,2448.47,2024-06-13,2024-06-15,completed_late
Item SKU Industrial 477,11,11,1330.67,1330.67,2025-10-18,2025-10-18,completed
Item SKU Industrial 129,29,29,4764.41,4764.41,2024-12-23,2024-12-23,completed
Item SKU Industrial 69,30,30,1082.7,1082.7,2025-03-30,2025-03-30,completed
Item SKU Industrial 162,46,46,7165.88,7165.88,2025-04-24,2025-04-24,completed
Item SKU Industrial 108,22,22,1164.68,1164.68,2026-03-19,2026-03-19,completed
Item SKU Industrial 10,41,41,5494.82,6319.04,2025-03-22,2025-03-22,completed
Item SKU Industrial 455,25,25,1438.75,1438.75,2025-08-03,2025-08-05,completed_late
Item SKU Industrial 441,31,31,2365.3,2365.3,2024-03-16,2024-03-16,completed
Item SKU Industrial 489,49,49,2732.24,2732.24,2026-05-09,2026-05-09,completed
Item SKU Industrial 418,18,18,1030.68,1030.68,2025-01-11,2025-01-11,completed
Item SKU Industrial 21,52,52,12918.36,12918.36,2024-05-10,2024-05-10,completed
Item SKU Industrial 409,9,9,387.54,387.54,2025-11-27,2025-11-27,completed
Item SKU Industrial 423,49,49,3608.36,3608.36,2026-02-02,2026-02-02,completed
Item SKU Industrial 249,33,33,2163.81,2163.81,2025-12-14,2025-12-16,completed_late
Item SKU Industrial 394,37,37,1340.88,1340.88,2026-03-26,2026-03-26,completed
Item SKU Industrial 153,20,20,574.8,574.8,2026-02-12,2026-02-12,completed
Item SKU Industrial 245,23,23,2490.44,2864.01,2024-08-17,2024-08-17,completed
Item SKU Industrial 34,23,23,3833.18,3833.18,2024-11-22,2024-11-22,completed
Item SKU Industrial 96,28,28,192.36,192.36,2026-01-13,2026-01-13,completed
Item SKU Industrial 216,12,12,243.36,243.36,2025-01-23,2025-01-23,completed
Item SKU Industrial 381,28,28,3240.72,3240.72,2025-12-14,2025-12-16,completed_late
Item SKU Industrial 90,50,50,14224.5,14224.5,2024-07-22,2024-07-22,completed
Item SKU Industrial 391,52,52,3680.56,3680.56,2025-12-30,2025-12-30,completed
Item SKU Industrial 440,5,5,898.55,898.55,2026-03-08,2026-03-08,completed
Item SKU Industrial 429,50,50,3851.0,3851.0,2024-01-22,2024-01-22,completed
Item SKU Industrial 66,48,48,600.48,600.48,2024-12-08,2024-12-16,completed_late
Item SKU Industrial 255,4,4,99.6,99.6,2024-12-19,2024-12-19,completed
Item SKU Industrial 21,30,30,7452.9,8570.83,2025-08-07,2025-08-09,completed_late
Item SKU Industrial 156,47,47,6081.33,6081.33,2025-11-30,2025-11-30,completed
Item SKU Industrial 288,23,23,1625.87,1625.87,2025-09-25,2025-09-25,completed
Item SKU Industrial 67,14,14,4221.42,4221.42,2026-03-05,2026-03-05,completed
Item SKU Industrial 444,49,49,560.56,560.56,2024-12-20,2024-12-20,completed
Item SKU Industrial 65,9,9,127.71,127.71,2024-07-05,2024-07-05,completed
Item SKU Industrial 19,17,17,1963.16,1963.16,2024-04-04,2024-04-04,completed
Item SKU Industrial 166,17,17,4129.64,4129.64,2024-05-11,2024-05-13,completed_late
Item SKU Industrial 166,15,15,3643.8,3643.8,2026-05-01,2026-05-01,completed
Item SKU Industrial 243,25,25,703.25,703.25,2026-03-29,2026-03-29,completed
Item SKU Industrial 103,4,4,260.64,260.64,2024-04-06,2024-04-06,completed
Item SKU Industrial 356,29,29,559.41,643.32,2026-02-20,2026-02-20,completed
Item SKU Industrial 392,5,5,593.55,593.55,2025-05-31,2025-05-31,completed
Item SKU Industrial 197,53,53,8105.29,8105.29,2026-02-15,2026-02-15,completed
Item SKU Industrial 265,17,17,804.61,804.61,2025-10-03,2025-10-05,completed_late
Item SKU Industrial 208,53,53,2772.96,2772.96,2025-10-02,2025-10-02,completed
Item SKU Industrial 101,41,41,16780.48,16780.48,2025-01-25,2025-01-25,completed
Item SKU Industrial 473,3,3,1597.47,1597.47,2024-06-09,2024-06-09,completed
Item SKU Industrial 319,17,17,440.13,440.13,2024-08-06,2024-08-06,completed
Item SKU Industrial 264,4,4,126.56,126.56,2026-03-27,2026-03-27,completed
Item SKU Industrial 107,53,53,5759.51,5759.51,2025-02-22,2025-02-22,completed
Item SKU Industrial 268,13,13,335.92,335.92,2026-02-09,2026-02-11,completed_late
Item SKU Industrial 244,6,6,853.44,981.46,2025-01-04,2025-01-04,completed
Item SKU Industrial 154,11,11,94.71,94.71,2024-02-16,2024-02-16,completed
Item SKU Industrial 184,22,22,2436.72,2436.72,2024-03-01,2024-03-01,completed
Item SKU Industrial 52,4,4,236.36,236.36,2025-05-15,2025-05-15,completed
Item SKU Industrial 120,12,12,636.24,636.24,2024-08-05,2024-08-05,completed
Item SKU Industrial 240,11,11,2229.15,2229.15,2025-10-11,2025-10-19,completed_late
Item SKU Industrial 342,38,38,6021.48,6021.48,2024-03-24,2024-03-26,completed_late
Item SKU Industrial 424,38,38,3681.06,3681.06,2025-09-22,2025-09-22,completed
Item SKU Industrial 484,23,23,1654.85,1654.85,2026-04-23,2026-04-23,completed
Item SKU Industrial 484,45,45,3237.75,3237.75,2025-02-03,2025-02-03,completed
Item SKU Industrial 120,33,33,1749.66,1749.66,2024-09-07,2024-09-07,completed
Item SKU Industrial 26,2,2,24.56,28.24,2024-04-13,2024-04-13,completed
Item SKU Industrial 352,27,27,476.28,476.28,2025-02-21,2025-02-21,completed
Item SKU Industrial 234,1,1,66.53,66.53,2026-01-26,2026-01-28,completed_late
Item SKU Industrial 245,14,14,1515.92,1515.92,2024-11-28,2024-11-28,completed
Item SKU Industrial 463,47,47,2143.2,2143.2,2025-11-30,2025-11-30,completed
Item SKU Industrial 246,22,22,487.08,487.08,2025-01-23,2025-01-23,completed
Item SKU Industrial 23,22,22,960.96,960.96,2024-06-29,2024-06-29,completed
Item SKU Industrial 331,20,20,8594.6,8594.6,2024-07-20,2024-07-20,completed
Item SKU Industrial 35,6,6,85.38,85.38,2025-11-08,2025-11-08,completed
Item SKU Industrial 303,46,46,2456.4,2456.4,2024-06-24,2024-06-26,completed_late
Item SKU Industrial 458,42,42,666.54,666.54,2025-06-19,2025-06-19,completed
Item SKU Industrial 474,12,12,730.32,839.87,2026-05-14,2026-05-14,completed
Item SKU Industrial 17,4,4,162.96,162.96,2026-03-19,2026-03-19,completed
Item SKU Industrial 283,15,15,623.25,623.25,2025-10-27,2025-10-27,completed
Item SKU Industrial 288,50,50,3534.5,3534.5,2025-10-10,2025-10-10,completed
Item SKU Industrial 30,6,6,262.8,262.8,2026-01-04,2026-01-04,completed
Item SKU Industrial 143,36,36,5201.64,5201.64,2024-01-13,2024-01-15,completed_late
Item SKU Industrial 461,18,18,828.0,828.0,2024-03-01,2024-03-01,completed
Item SKU Industrial 209,48,48,1700.64,1700.64,2024-02-25,2024-02-25,completed
Item SKU Industrial 211,22,22,653.4,653.4,2024-10-07,2024-10-07,completed
Item SKU Industrial 294,50,50,1186.5,1186.5,2024-12-05,2024-12-05,completed
Item SKU Industrial 405,20,20,1801.8,1801.8,2024-04-12,2024-04-12,completed
Item SKU Industrial 131,1,1,18.9,21.73,2026-03-18,2026-03-18,completed
Item SKU Industrial 395,37,37,5478.59,5478.59,2025-03-03,2025-03-11,completed_late
Item SKU Industrial 403,38,38,4327.44,4327.44,2026-05-18,2026-05-18,completed
Item SKU Industrial 397,37,37,5448.62,5448.62,2025-03-01,2025-03-01,completed
Item SKU Industrial 248,18,18,800.46,800.46,2026-03-06,2026-03-06,completed
Item SKU Industrial 282,11,11,418.55,418.55,2026-03-14,2026-03-14,completed
Item SKU Industrial 235,3,3,335.61,335.61,2024-02-22,2024-02-22,completed
Item SKU Industrial 14,44,44,4602.84,4602.84,2024-12-10,2024-12-10,completed
Item SKU Industrial 31,18,18,3077.64,3077.64,2025-02-21,2025-02-23,completed_late
Item SKU Industrial 111,28,28,4638.2,4638.2,2024-05-10,2024-05-10,completed
Item SKU Industrial 38,18,18,5223.6,5223.6,2026-02-19,2026-02-19,completed
Item SKU Industrial 326,27,27,1804.14,2074.76,2025-10-09,2025-10-09,completed
Item SKU Industrial 27,9,9,1988.28,1988.28,2025-08-04,2025-08-04,completed
Item SKU Industrial 130,9,9,887.49,887.49,2026-03-18,2026-03-18,completed
Item SKU Industrial 203,4,4,917.6,917.6,2024-07-11,2024-07-11,completed
Item SKU Industrial 437,44,44,5820.32,5820.32,2024-06-03,2024-06-05,completed_late
Item SKU Industrial 57,49,49,6559.63,6559.63,2024-05-03,2024-05-03,completed
Item SKU Industrial 284,33,33,2556.18,2556.18,2026-02-15,2026-02-15,completed
Item SKU Industrial 92,6,6,191.94,191.94,2025-04-20,2025-04-20,completed
Item SKU Industrial 179,45,45,2929.05,2929.05,2025-09-12,2025-09-12,completed
Item SKU Industrial 98,30,30,252.6,252.6,2024-10-25,2024-10-25,completed
Item SKU Industrial 398,24,24,466.8,466.8,2025-07-14,2025-07-14,completed
Item SKU Industrial 422,8,8,1869.12,2149.49,2024-03-04,2024-03-06,completed_late
Item SKU Industrial 107,15,15,1630.05,1630.05,2025-10-12,2025-10-12,completed
Item SKU Industrial 123,26,26,260.0,260.0,2024-10-22,2024-10-22,completed
Item SKU Industrial 387,6,6,190.92,190.92,2024-11-10,2024-11-10,completed
Item SKU Industrial 426,44,44,4084.52,4084.52,2024-02-22,2024-02-22,completed
Item SKU Industrial 394,31,31,1123.44,1123.44,2024-08-05,2024-08-05,completed
Item SKU Industrial 12,35,35,1242.85,1242.85,2025-03-08,2025-03-08,completed
Item SKU Industrial 481,12,12,321.96,321.96,2024-12-06,2024-12-08,completed_late
Item SKU Industrial 395,27,27,3997.89,3997.89,2025-02-22,2025-03-02,completed_late
Item SKU Industrial 296,53,53,1066.89,1066.89,2025-08-27,2025-08-27,completed
