id_op,id_produto,quantidade_planejada,quantidade_produzida,data_inicio,status
OP008033,P0042,5,5,2025-09-17,Finalizada
OP008034,P0462,18,18,2026-01-23,Finalizada
OP008035,P0025,36,36,2025-11-01,Finalizada
OP008036,P0074,18,18,2026-05-20,Finalizada
OP008037,P0358,24,24,2025-02-06,Finalizada
OP008038,P0053,2,2,2026-03-30,Finalizada
OP008039,P0298,12,12,2026-05-09,Finalizada
OP008040,P0348,48,48,2024-01-04,Finalizada
OP008041,P0216,26,26,2025-06-27,Finalizada
OP008042,P0010,35,35,2025-05-29,Finalizada
OP008043,P0089,38,38,2025-12-03,Finalizada
OP008044,P0276,42,42,2025-03-19,Finalizada
OP008045,P0058,7,7,2026-01-17,Finalizada
OP008046,P0242,36,36,2025-12-30,Finalizada
OP008047,P0414,24,24,2025-11-05,Finalizada
OP008048,P0063,47,47,2025-01-13,Finalizada
OP008049,P0387,44,44,2024-10-17,Finalizada
OP008050,P0459,3,3,2025-09-30,Finalizada
OP008051,P0293,16,16,2024-06-11,Finalizada
OP008052,P0337,52,52,2024-03-12,Finalizada
OP008053,P0264,51,51,2026-01-23,Finalizada
OP008054,P0163,4,4,2025-12-11,Finalizada
OP008055,P0056,42,42,2024-06-13,Finalizada
OP008056,P0328,46,46,2024-05-29,Finalizada
OP008057,P0275,24,24,2025-12-12,Finalizada
OP008058,P0262,31,31,2024-05-28,Finalizada
OP008059,P0051,7,7,2026-01-15,Finalizada
OP008060,P0004,37,37,2025-03-06,Finalizada
OP008061,P0145,18,18,2024-07-29,Finalizada
OP008062,P0095,38,38,2024-08-14,Finalizada
OP008063,P0449,26,26,2025-07-29,Finalizada
OP008064,P0149,31,31,2026-03-28,Finalizada
OP008065,P0329,46,46,2025-09-16,Finalizada
OP008066,P0005,15,15,2024-11-06,Finalizada
OP008067,P0172,23,23,2025-01-01,Finalizada
OP008068,P0349,29,29,2026-05-05,Finalizada
OP008069,P0461,47,47,2024-10-21,Finalizada
OP008070,P0131,46,46,2025-08-01,Finalizada
OP008071,P0417,14,14,2025-06-08,Finalizada
OP008072,P0108,3,3,2024-01-26,Finalizada
OP008073,P0348,4,4,2025-08-22,Finalizada
OP008074,P0094,6,6,2025-07-11,Finalizada
OP008075,P0272,2,2,2026-01-13,Finalizada
OP008076,P0142,2,2,2025-09-21,Finalizada
OP008077,P0297,31,31,2026-01-16,Finalizada
OP008078,P0312,33,33,2026-04-02,Finalizada
OP008079,P0415,17,17,2024-12-12,Finalizada
OP008080,P0199,50,50,2024-04-16,Finalizada
OP008081,P0207,24,24,2024-02-22,Finalizada
OP008082,P0049,15,15,2025-12-08,Finalizada
OP008083,P0064,47,47,2025-09-22,Finalizada
OP008084,P0154,13,13,2025-04-03,Finalizada
OP008085,P0399,6,6,2025-08-23,Finalizada
OP008086,P0041,11,11,2024-11-01,Finalizada
OP008087,P0135,11,11,2025-10-09,Finalizada
OP008088,P0299,8,8,2025-01-27,Finalizada
OP008089,P0161,30,30,2024-02-05,Finalizada
OP008090,P0024,2,2,2026-03-06,Finalizada
OP008091,P0027,7,7,2025-05-23,Finalizada
OP008092,P0098,51,51,2026-03-06,Finalizada
OP008093,P0330,36,36,2025-12-14,Finalizada
OP008094,P0497,20,20,2025-05-22,Finalizada
OP008095,P0489,18,18,2024-06-19,Finalizada
OP008096,P0136,11,11,2025-11-04,Finalizada
OP008097,P0214,37,37,2024-11-18,Finalizada
OP008098,P0233,17,17,2026-04-06,Finalizada
OP008099,P0035,24,24,2024-03-29,Finalizada
OP008100,P0279,51,51,2024-09-24,Finalizada
OP008101,P0287,44,44,2025-05-29,Finalizada
OP008102,P0447,19,19,2025-04-07,Finalizada
OP008103,P0429,14,14,2025-10-27,Finalizada
OP008104,P0462,27,27,2025-11-17,Finalizada
OP008105,P0021,25,25,2024-07-29,Finalizada
OP008106,P0040,15,15,2025-08-15,Finalizada
OP008107,P0117,11,11,2025-09-09,Finalizada
OP008108,P0235,53,53,2025-11-17,Finalizada
OP008109,P0187,22,22,2026-05-04,Finalizada
OP008110,P0077,5,5,2026-02-25,Finalizada
OP008111,P0328,23,23,2024-10-15,Finalizada
OP008112,P0107,51,51,2026-02-13,Finalizada
OP008113,P0358,16,16,2025-07-30,Finalizada
OP008114,P0284,35,35,2025-10-13,Finalizada
OP008115,P0487,29,29,2024-03-13,Finalizada
OP008116,P0493,36,36,2025-01-20,Finalizada
OP008117,P0443,38,38,2025-03-21,Finalizada
OP008118,P0035,3,3,2025-02-28,Finalizada
OP008119,P0066,33,33,2025-10-06,Finalizada
OP008120,P0196,28,28,2024-09-02,Finalizada
OP008121,P0265,46,46,2025-10-14,Finalizada
OP008122,P0053,26,26,2025-03-28,Finalizada
OP008123,P0043,29,29,2025-11-07,Finalizada
OP008124,P0233,25,25,2025-09-10,Finalizada
OP008125,P0343,35,35,2026-05-20,Finalizada
OP008126,P0315,8,8,2024-02-07,Finalizada
OP008127,P0068,5,5,2024-12-31,Finalizada
OP008128,P0352,41,41,2025-03-25,Finalizada
OP008129,P0124,2,2,2026-05-06,Finalizada
OP008130,P0077,15,15,2025-04-15,Finalizada
OP008131,P0443,41,41,2025-01-05,Finalizada
OP008132,P0099,11,11,2024-01-23,Finalizada
OP008133,P0148,22,22,2026-02-18,Finalizada
OP008134,P0069,27,27,2026-04-17,Finalizada
OP008135,P0320,16,16,2026-02-19,Finalizada
OP008136,P0439,22,22,2026-01-24,Finalizada
OP008137,P0334,7,7,2025-01-20,Finalizada
OP008138,P0364,50,50,2026-04-10,Finalizada
OP008139,P0248,14,14,2025-10-08,Finalizada
OP008140,P0128,20,20,2026-01-12,Finalizada
OP008141,P0460,50,50,2025-05-09,Finalizada
OP008142,P0344,30,30,2024-02-20,Finalizada
OP008143,P0008,16,16,2025-11-24,Finalizada
OP008144,P0035,8,8,2025-09-10,Finalizada
OP008145,P0104,18,18,2026-01-26,Finalizada
OP008146,P0397,29,29,2025-02-12,Finalizada
OP008147,P0471,5,5,2026-01-08,Finalizada
OP008148,P0279,47,47,2025-04-30,Finalizada
OP008149,P0434,48,48,2025-02-27,Finalizada
OP008150,P0359,14,14,2024-03-02,Finalizada
OP008151,P0046,44,44,2024-01-17,Finalizada
OP008152,P0308,1,1,2024-06-13,Finalizada
OP008153,P0368,44,44,2025-11-20,Finalizada
OP008154,P0445,4,4,2025-12-08,Finalizada
OP008155,P0081,29,29,2024-11-13,Finalizada
OP008156,P0200,33,33,2024-11-11,Finalizada
OP008157,P0308,24,24,2026-02-23,Finalizada
OP008158,P0159,28,28,2024-11-22,Finalizada
OP008159,P0163,27,27,2025-08-29,Finalizada
OP008160,P0017,19,19,2026-01-05,Finalizada
OP008161,P0495,27,27,2026-03-04,Finalizada
OP008162,P0319,39,39,2025-03-05,Finalizada
OP008163,P0208,40,40,2026-04-05,Finalizada
OP008164,P0496,37,37,2024-10-23,Finalizada
OP008165,P0275,19,19,2024-03-14,Finalizada
OP008166,P0445,34,34,2024-10-04,Finalizada
OP008167,P0491,46,46,2025-01-13,Finalizada
OP008168,P0140,35,35,2025-06-22,Finalizada
OP008169,P0427,12,12,2024-03-14,Finalizada
OP008170,P0389,20,20,2025-04-10,Finalizada
OP008171,P0101,52,52,2025-09-05,Finalizada
OP008172,P0359,18,18,2025-05-12,Finalizada
OP008173,P0194,15,15,2025-07-25,Finalizada
OP008174,P0144,19,19,2025-07-22,Finalizada
OP008175,P0286,31,31,2026-04-24,Finalizada
OP008176,P0248,52,52,2024-01-12,Finalizada
OP008177,P0292,5,5,2026-05-11,Finalizada
OP008178,P0371,28,28,2025-05-13,Finalizada
OP008179,P0395,3,3,2024-12-14,Finalizada
OP008180,P0079,40,40,2024-05-23,Finalizada
OP008181,P0281,25,25,2024-05-27,Finalizada
OP008182,P0237,7,7,2026-03-13,Finalizada
OP008183,P0496,30,30,2026-05-14,Finalizada
OP008184,P0291,36,36,2025-11-07,Finalizada
OP008185,P0166,41,41,2025-11-20,Finalizada
OP008186,P0009,45,45,2025-12-25,Finalizada
OP008187,P0074,40,40,2026-03-04,Finalizada
OP008188,P0038,6,6,2025-09-17,Finalizada
OP008189,P0161,15,15,2025-02-12,Finalizada
OP008190,P0198,37,37,2026-03-16,Finalizada
OP008191,P0321,7,7,2024-02-06,Finalizada
OP008192,P0123,3,3,2026-04-28,Finalizada
OP008193,P0115,6,6,2026-05-18,Finalizada
OP008194,P0420,31,31,2024-01-23,Finalizada
OP008195,P0089,25,25,2026-03-04,Finalizada
OP008196,P0480,45,45,2026-04-24,Finalizada
OP008197,P0316,6,6,2025-01-09,Finalizada
OP008198,P0234,30,30,2025-06-30,Finalizada
OP008199,P0024,6,6,2025-03-31,Finalizada
OP008200,P0232,18,18,2024-07-23,Finalizada
OP008201,P0087,47,47,2024-07-30,Finalizada
OP008202,P0196,30,30,2026-03-24,Finalizada
OP008203,P0291,48,48,2024-09-09,Finalizada
OP008204,P0135,44,44,2024-06-06,Finalizada
OP008205,P0324,13,13,2024-01-25,Finalizada
OP008206,P0157,20,20,2026-01-16,Finalizada
OP008207,P0025,8,8,2024-03-26,Finalizada
OP008208,P0097,1,1,2024-04-11,Finalizada
OP008209,P0125,47,47,2026-02-23,Finalizada
OP008210,P0267,5,5,2025-09-02,Finalizada
OP008211,P0497,12,12,2025-08-25,Finalizada
OP008212,P0251,4,4,2024-03-26,Finalizada
OP008213,P0374,45,45,2025-09-28,Finalizada
OP008214,P0457,7,7,2026-03-17,Finalizada
OP008215,P0141,19,19,2026-01-08,Finalizada
OP008216,P0295,36,36,2025-06-30,Finalizada
OP008217,P0014,2,2,2026-03-27,Finalizada
OP008218,P0300,33,33,2026-01-29,Finalizada
OP008219,P0453,28,28,2025-09-22,Finalizada
OP008220,P0454,17,17,2025-09-24,Finalizada
OP008221,P0270,16,16,2026-03-15,Finalizada
OP008222,P0430,16,16,2026-01-01,Finalizada
OP008223,P0269,27,27,2025-08-22,Finalizada
OP008224,P0212,46,46,2026-03-31,Finalizada
OP008225,P0357,1,1,2026-03-31,Finalizada
OP008226,P0445,2,2,2024-11-04,Finalizada
OP008227,P0010,31,31,2026-01-01,Finalizada
OP008228,P0284,40,40,2024-01-12,Finalizada
OP008229,P0242,42,42,2026-02-19,Finalizada
OP008230,P0067,11,11,2024-09-07,Finalizada
OP008231,P0486,29,29,2024-01-15,Finalizada
OP008232,P0494,51,51,2025-10-23,Finalizada
OP008233,P0387,48,48,2026-04-26,Finalizada
OP008234,P0213,42,42,2026-01-27,Finalizada
OP008235,P0328,3,3,2026-03-15,Finalizada
OP008236,P0320,42,42,2024-10-16,Finalizada
OP008237,P0470,38,38,2024-12-03,Finalizada
OP008238,P0188,26,26,2025-03-02,Finalizada
OP008239,P0390,25,25,2025-07-24,Finalizada
OP008240,P0248,8,8,2026-03-06,Finalizada
OP008241,P0275,8,8,2024-12-27,Finalizada
OP008242,P0165,29,29,2025-09-23,Finalizada
OP008243,P0078,13,13,2024-05-27,Finalizada
OP008244,P0136,6,6,2024-03-11,Finalizada
OP008245,P0489,35,35,2025-01-17,Finalizada
OP008246,P0397,15,15,2024-09-24,Finalizada
OP008247,P0461,4,4,2025-06-05,Finalizada
OP008248,P0365,28,28,2024-06-25,Finalizada
OP008249,P0062,34,34,2024-09-06,Finalizada
OP008250,P0158,24,24,2025-01-31,Finalizada
OP008251,P0211,8,8,2025-09-05,Finalizada
OP008252,P0203,5,5,2024-08-26,Finalizada
OP008253,P0137,41,41,2024-03-04,Finalizada
OP008254,P0216,19,19,2025-10-17,Finalizada
OP008255,P0021,2,2,2025-08-19,Finalizada
OP008256,P0347,44,44,2025-05-26,Finalizada
OP008257,P0375,26,26,2025-08-15,Finalizada
OP008258,P0092,49,49,2024-02-02,Finalizada
OP008259,P0356,40,40,2024-11-23,Finalizada
OP008260,P0149,22,22,2024-02-26,Finalizada
OP008261,P0281,8,8,2025-12-08,Finalizada
OP008262,P0011,36,36,2026-05-12,Finalizada
OP008263,P0225,4,4,2024-05-06,Finalizada
OP008264,P0050,31,31,2025-03-01,Finalizada
OP008265,P0415,3,3,2025-03-20,Finalizada
OP008266,P0139,45,45,2024-06-18,Finalizada
OP008267,P0089,51,51,2026-01-01,Finalizada
OP008268,P0453,9,9,2025-07-10,Finalizada
OP008269,P0219,3,3,2026-01-29,Finalizada
OP008270,P0103,15,15,2025-01-21,Finalizada
OP008271,P0058,44,44,2024-06-03,Finalizada
OP008272,P0103,48,48,2025-12-16,Finalizada
OP008273,P0222,25,25,2026-02-12,Finalizada
OP008274,P0471,7,7,2026-02-25,Finalizada
OP008275,P0431,1,1,2026-03-23,Finalizada
OP008276,P0484,25,25,2024-12-12,Finalizada
OP008277,P0262,33,33,2024-10-15,Finalizada
OP008278,P0486,45,45,2025-08-20,Finalizada
OP008279,P0462,11,11,2025-06-16,Finalizada
OP008280,P0046,48,48,2025-12-29,Finalizada
OP008281,P0183,12,12,2024-08-27,Finalizada
OP008282,P0371,4,4,2026-01-09,Finalizada
OP008283,P0039,17,17,2025-03-26,Finalizada
OP008284,P0317,19,19,2024-09-02,Finalizada
OP008285,P0037,11,11,2025-12-15,Finalizada
OP008286,P0402,31,31,2026-03-05,Finalizada
OP008287,P0411,4,4,2024-10-06,Finalizada
OP008288,P0017,48,48,2024-09-05,Finalizada
OP008289,P0440,29,29,2025-06-15,Finalizada
OP008290,P0433,16,16,2024-02-13,Finalizada
OP008291,P0292,29,29,2025-04-18,Finalizada
OP008292,P0034,36,36,2025-02-11,Finalizada
OP008293,P0447,48,48,2025-03-22,Finalizada
OP008294,P0284,14,14,2026-05-21,Finalizada
OP008295,P0328,2,2,2025-03-07,Finalizada
OP008296,P0310,37,37,2024-05-31,Finalizada
OP008297,P0421,3,3,2024-12-14,Finalizada
OP008298,P0146,44,44,2025-04-14,Finalizada
OP008299,P0279,44,44,2024-10-22,Finalizada
OP008300,P0377,14,14,2024-07-22,Finalizada
OP008301,P0249,47,47,2025-03-03,Finalizada
OP008302,P0410,8,8,2025-09-30,Finalizada
OP008303,P0010,45,45,2025-05-25,Finalizada
OP008304,P0424,20,20,2025-01-28,Finalizada
OP008305,P0343,46,46,2024-03-30,Finalizada
OP008306,P0266,30,30,2026-03-06,Finalizada
OP008307,P0304,49,49,2024-10-03,Finalizada
OP008308,P0429,41,41,2025-01-27,Finalizada
OP008309,P0426,17,17,2025-05-05,Finalizada
OP008310,P0292,26,26,2024-12-04,Finalizada
OP008311,P0311,38,38,2026-04-20,Finalizada
OP008312,P0350,39,39,2025-07-17,Finalizada
OP008313,P0166,27,27,2025-06-04,Finalizada
OP008314,P0401,14,14,2025-12-24,Finalizada
OP008315,P0047,9,9,2024-06-04,Finalizada
OP008316,P0343,20,20,2024-08-07,Finalizada
OP008317,P0441,14,14,2024-03-28,Finalizada
OP008318,P0295,30,30,2024-09-18,Finalizada
OP008319,P0003,36,36,2026-05-21,Finalizada
OP008320,P0117,13,13,2026-05-22,Finalizada
OP008321,P0025,11,11,2024-05-15,Finalizada
OP008322,P0253,14,14,2024-10-03,Finalizada
OP008323,P0421,18,18,2025-07-23,Finalizada
OP008324,P0483,1,1,2025-08-01,Finalizada
OP008325,P0155,7,7,2025-03-12,Finalizada
OP008326,P0469,25,25,2025-06-19,Finalizada
OP008327,P0220,27,27,2025-08-08,Finalizada
OP008328,P0156,8,8,2025-06-23,Finalizada
OP008329,P0349,2,2,2026-05-20,Finalizada
OP008330,P0488,13,13,2025-06-24,Finalizada
OP008331,P0337,17,17,2025-02-07,Finalizada
OP008332,P0223,47,47,2026-01-28,Finalizada
OP008333,P0122,50,50,2025-12-23,Finalizada
OP008334,P0296,39,39,2025-04-28,Finalizada
OP008335,P0377,44,44,2025-06-23,Finalizada
OP008336,P0415,45,45,2024-07-05,Finalizada
OP008337,P0160,33,33,2026-04-13,Finalizada
OP008338,P0150,7,7,2025-08-22,Finalizada
OP008339,P0495,19,19,2026-04-06,Finalizada
OP008340,P0474,27,27,2024-07-11,Finalizada
OP008341,P0027,50,50,2025-03-25,Finalizada
OP008342,P0112,48,48,2025-02-22,Finalizada
OP008343,P0483,1,1,2025-02-19,Finalizada
OP008344,P0338,41,41,2024-05-07,Finalizada
OP008345,P0093,26,26,2025-06-23,Finalizada
OP008346,P0134,2,2,2025-04-18,Finalizada
OP008347,P0425,48,48,2025-01-22,Finalizada
OP008348,P0329,17,17,2025-12-26,Finalizada
OP008349,P0259,27,27,2025-01-19,Finalizada
OP008350,P0419,23,23,2026-05-04,Finalizada
OP008351,P0008,49,49,2025-10-10,Finalizada
OP008352,P0100,41,41,2026-03-20,Finalizada
OP008353,P0127,53,53,2025-09-22,Finalizada
OP008354,P0192,11,11,2025-11-24,Finalizada
OP008355,P0366,19,19,2025-05-18,Finalizada
OP008356,P0222,35,35,2025-12-29,Finalizada
OP008357,P0191,31,31,2026-03-18,Finalizada
OP008358,P0239,18,18,2026-04-17,Finalizada
OP008359,P0389,52,52,2024-02-07,Finalizada
OP008360,P0282,23,23,2026-04-07,Finalizada
OP008361,P0294,15,15,2025-08-06,Finalizada
OP008362,P0042,53,53,2025-01-14,Finalizada
OP008363,P0364,52,52,2025-08-21,Finalizada
OP008364,P0107,29,29,2026-04-08,Finalizada
OP008365,P0403,44,44,2025-10-22,Finalizada
OP008366,P0250,8,8,2024-08-21,Finalizada
OP008367,P0191,1,1,2026-05-12,Finalizada
OP008368,P0124,53,53,2026-02-02,Finalizada
OP008369,P0447,14,14,2024-11-24,Finalizada
OP008370,P0093,50,50,2024-02-28,Finalizada
OP008371,P0170,51,51,2026-05-17,Finalizada
OP008372,P0164,13,13,2024-06-02,Finalizada
OP008373,P0488,26,26,2026-01-20,Finalizada
OP008374,P0410,51,51,2025-03-13,Finalizada
OP008375,P0306,38,38,2025-10-22,Finalizada
OP008376,P0272,26,26,2024-08-01,Finalizada
OP008377,P0102,17,17,2024-12-25,Finalizada
OP008378,P0331,2,2,2026-01-22,Finalizada
OP008379,P0103,24,24,2025-05-12,Finalizada
OP008380,P0386,4,4,2025-09-09,Finalizada
OP008381,P0223,18,18,2025-09-08,Finalizada
OP008382,P0221,33,33,2025-11-17,Finalizada
OP008383,P0051,49,49,2024-12-03,Finalizada
OP008384,P0330,23,23,2025-04-23,Finalizada
OP008385,P0384,15,15,2026-03-28,Finalizada
OP008386,P0106,39,39,2025-01-21,Finalizada
OP008387,P0063,40,40,2025-05-31,Finalizada
OP008388,P0411,7,7,2024-07-29,Finalizada
OP008389,P0060,30,30,2025-09-15,Finalizada
OP008390,P0123,1,1,2025-01-02,Finalizada
OP008391,P0291,22,22,2026-04-03,Finalizada
OP008392,P0385,19,19,2025-10-14,Finalizada
OP008393,P0218,12,12,2024-12-06,Finalizada
OP008394,P0459,7,7,2026-05-21,Finalizada
OP008395,P0045,9,9,2024-03-11,Finalizada
OP008396,P0404,25,25,2025-12-03,Finalizada
OP008397,P0342,51,51,2025-11-04,Finalizada
OP008398,P0004,7,7,2025-01-15,Finalizada
OP008399,P0445,7,7,2024-11-03,Finalizada
OP008400,P0391,48,48,2025-06-11,Finalizada
OP008401,P0226,15,15,2024-06-05,Finalizada
OP008402,P0051,1,1,2025-04-04,Finalizada
OP008403,P0205,7,7,2025-07-23,Finalizada
OP008404,P0230,20,20,2024-02-27,Finalizada
OP008405,P0148,35,35,2024-01-30,Finalizada
OP008406,P0113,23,23,2025-01-17,Finalizada
OP008407,P0489,27,27,2024-03-22,Finalizada
OP008408,P0399,28,28,2024-06-12,Finalizada
OP008409,P0123,52,52,2024-10-06,Finalizada
OP008410,P0496,18,18,2024-05-24,Finalizada
OP008411,P0329,18,18,2026-02-10,Finalizada
OP008412,P0425,22,22,2025-06-17,Finalizada
OP008413,P0146,28,28,2025-12-08,Finalizada
OP008414,P0106,15,15,2024-03-12,Finalizada
OP008415,P0020,42,42,2025-11-24,Finalizada
OP008416,P0447,25,25,2025-05-12,Finalizada
OP008417,P0466,41,41,2026-02-02,Finalizada
OP008418,P0314,12,12,2025-07-22,Finalizada
OP008419,P0021,25,25,2024-01-01,Finalizada
OP008420,P0218,33,33,2026-02-13,Finalizada
OP008421,P0017,16,16,2025-05-07,Finalizada
OP008422,P0224,14,14,2025-05-30,Finalizada
OP008423,P0296,16,16,2024-04-03,Finalizada
OP008424,P0097,31,31,2026-02-03,Finalizada
OP008425,P0064,34,34,2025-06-19,Finalizada
OP008426,P0118,52,52,2025-10-20,Finalizada
OP008427,P0022,46,46,2025-03-28,Finalizada
OP008428,P0266,50,50,2026-03-09,Finalizada
OP008429,P0271,39,39,2024-05-10,Finalizada
OP008430,P0226,49,49,2024-05-29,Finalizada
OP008431,P0194,7,7,2025-12-11,Finalizada
OP008432,P0084,41,41,2026-02-02,Finalizada
OP008433,P0214,18,18,2024-10-02,Finalizada
OP008434,P0174,47,47,2025-06-09,Finalizada
OP008435,P0211,14,14,2025-10-06,Finalizada
OP008436,P0282,38,38,2025-02-18,Finalizada
OP008437,P0112,24,24,2025-06-04,Finalizada
OP008438,P0449,36,36,2026-01-12,Finalizada
OP008439,P0123,18,18,2025-06-09,Finalizada
OP008440,P0453,27,27,2025-05-30,Finalizada
OP008441,P0133,19,19,2025-11-12,Finalizada
OP008442,P0309,29,29,2024-06-10,Finalizada
OP008443,P0477,11,11,2025-10-15,Finalizada
OP008444,P0129,29,29,2024-12-20,Finalizada
OP008445,P0069,30,30,2025-03-27,Finalizada
OP008446,P0162,46,46,2025-04-21,Finalizada
OP008447,P0108,22,22,2026-03-16,Finalizada
OP008448,P0010,41,41,2025-03-19,Finalizada
OP008449,P0455,25,25,2025-07-31,Finalizada
OP008450,P0441,31,31,2024-03-13,Finalizada
OP008451,P0489,49,49,2026-05-06,Finalizada
OP008452,P0418,18,18,2025-01-08,Finalizada
OP008453,P0021,52,52,2024-05-07,Finalizada
OP008454,P0409,9,9,2025-11-24,Finalizada
OP008455,P0423,49,49,2026-01-30,Finalizada
OP008456,P0249,33,33,2025-12-11,Finalizada
OP008457,P0394,37,37,2026-03-23,Finalizada
OP008458,P0153,20,20,2026-02-09,Finalizada
OP008459,P0245,23,23,2024-08-14,Finalizada
OP008460,P0034,23,23,2024-11-19,Finalizada
OP008461,P0096,28,28,2026-01-10,Finalizada
OP008462,P0216,12,12,2025-01-20,Finalizada
OP008463,P0381,28,28,2025-12-11,Finalizada
OP008464,P0090,50,50,2024-07-19,Finalizada
OP008465,P0391,52,52,2025-12-27,Finalizada
OP008466,P0440,5,5,2026-03-05,Finalizada
OP008467,P0429,50,50,2024-01-19,Finalizada
OP008468,P0066,48,48,2024-12-05,Finalizada
OP008469,P0255,4,4,2024-12-16,Finalizada
OP008470,P0021,30,30,2025-08-04,Finalizada
OP008471,P0156,47,47,2025-11-27,Finalizada
OP008472,P0288,23,23,2025-09-22,Finalizada
OP008473,P0067,14,14,2026-03-02,Finalizada
OP008474,P0444,49,49,2024-12-17,Finalizada
OP008475,P0065,9,9,2024-07-02,Finalizada
OP008476,P0019,17,17,2024-04-01,Finalizada
OP008477,P0166,17,17,2024-05-08,Finalizada
OP008478,P0166,15,15,2026-04-28,Finalizada
OP008479,P0243,25,25,2026-03-26,Finalizada
OP008480,P0103,4,4,2024-04-03,Finalizada
OP008481,P0356,29,29,2026-02-17,Finalizada
OP008482,P0392,5,5,2025-05-28,Finalizada
OP008483,P0197,53,53,2026-02-12,Finalizada
OP008484,P0265,17,17,2025-09-30,Finalizada
OP008485,P0208,53,53,2025-09-29,Finalizada
OP008486,P0101,41,41,2025-01-22,Finalizada
OP008487,P0473,3,3,2024-06-06,Finalizada
OP008488,P0319,17,17,2024-08-03,Finalizada
OP008489,P0264,4,4,2026-03-24,Finalizada
OP008490,P0107,53,53,2025-02-19,Finalizada
OP008491,P0268,13,13,2026-02-06,Finalizada
OP008492,P0244,6,6,2025-01-01,Finalizada
OP008493,P0154,11,11,2024-02-13,Finalizada
OP008494,P0184,22,22,2024-02-27,Finalizada
OP008495,P0052,4,4,2025-05-12,Finalizada
OP008496,P0120,12,12,2024-08-02,Finalizada
OP008497,P0240,11,11,2025-10-08,Finalizada
OP008498,P0342,38,38,2024-03-21,Finalizada
OP008499,P0424,38,38,2025-09-19,Finalizada
OP008500,P0484,23,23,2026-04-20,Finalizada
OP008501,P0484,45,45,2025-01-31,Finalizada
OP008502,P0120,33,33,2024-09-04,Finalizada
OP008503,P0026,2,2,2024-04-10,Finalizada
OP008504,P0352,27,27,2025-02-18,Finalizada
OP008505,P0234,1,1,2026-01-23,Finalizada
OP008506,P0245,14,14,2024-11-25,Finalizada
OP008507,P0463,47,47,2025-11-27,Finalizada
OP008508,P0246,22,22,2025-01-20,Finalizada
OP008509,P0023,22,22,2024-06-26,Finalizada
OP008510,P0331,20,20,2024-07-17,Finalizada
OP008511,P0035,6,6,2025-11-05,Finalizada
OP008512,P0303,46,46,2024-06-21,Finalizada
OP008513,P0458,42,42,2025-06-16,Finalizada
OP008514,P0474,12,12,2026-05-11,Finalizada
OP008515,P0017,4,4,2026-03-16,Finalizada
OP008516,P0283,15,15,2025-10-24,Finalizada
OP008517,P0288,50,50,2025-10-07,Finalizada
OP008518,P0030,6,6,2026-01-01,Finalizada
OP008519,P0143,36,36,2024-01-10,Finalizada
OP008520,P0461,18,18,2024-02-27,Finalizada
OP008521,P0209,48,48,2024-02-22,Finalizada
OP008522,P0211,22,22,2024-10-04,Finalizada
OP008523,P0294,50,50,2024-12-02,Finalizada
OP008524,P0405,20,20,2024-04-09,Finalizada
OP008525,P0131,1,1,2026-03-15,Finalizada
OP008526,P0395,37,37,2025-02-28,Finalizada
OP008527,P0403,38,38,2026-05-15,Finalizada
OP008528,P0397,37,37,2025-02-26,Finalizada
OP008529,P0248,18,18,2026-03-03,Finalizada
OP008530,P0282,11,11,2026-03-11,Finalizada
OP008531,P0235,3,3,2024-02-19,Finalizada
OP008532,P0014,44,44,2024-12-07,Finalizada
OP008533,P0031,18,18,2025-02-18,Finalizada
OP008534,P0111,28,28,2024-05-07,Finalizada
OP008535,P0038,18,18,2026-02-16,Finalizada
OP008536,P0326,27,27,2025-10-06,Finalizada
OP008537,P0027,9,9,2025-08-01,Finalizada
OP008538,P0130,9,9,2026-03-15,Finalizada
OP008539,P0203,4,4,2024-07-08,Finalizada
OP008540,P0437,44,44,2024-05-31,Finalizada
OP008541,P0057,49,49,2024-04-30,Finalizada
OP008542,P0284,33,33,2026-02-12,Finalizada
OP008543,P0092,6,6,2025-04-17,Finalizada
OP008544,P0179,45,45,2025-09-09,Finalizada
OP008545,P0098,30,30,2024-10-22,Finalizada
OP008546,P0398,24,24,2025-07-11,Finalizada
OP008547,P0422,8,8,2024-03-01,Finalizada
OP008548,P0107,15,15,2025-10-09,Finalizada
OP008549,P0123,26,26,2024-10-19,Finalizada
OP008550,P0387,6,6,2024-11-07,Finalizada
OP008551,P0426,44,44,2024-02-19,Finalizada
OP008552,P0394,31,31,2024-08-02,Finalizada
OP008553,P0012,35,35,2025-03-05,Finalizada
OP008554,P0481,12,12,2024-12-03,Finalizada
OP008555,P0395,27,27,2025-02-19,Finalizada
OP008556,P0296,53,53,2025-08-24,Finalizada
OP008557,P0365,40,40,2026-04-01,Finalizada
OP008558,P0356,11,11,2024-06-11,Finalizada
OP008559,P0010,2,2,2024-06-24,Finalizada
OP008560,P0461,11,11,2025-11-26,Finalizada
OP008561,P0126,15,15,2025-04-10,Finalizada
OP008562,P0431,44,44,2026-01-20,Finalizada
OP008563,P0231,9,9,2025-04-22,Finalizada
OP008564,P0264,29,29,2026-01-06,Finalizada
OP008565,P0494,30,30,2025-10-10,Finalizada
OP008566,P0111,2,2,2026-03-31,Finalizada
OP008567,P0411,46,46,2026-02-09,Finalizada
OP008568,P0354,39,39,2025-12-14,Finalizada
OP008569,P0314,47,47,2026-03-16,Finalizada
