id_pedido,data_emissao,id_cliente,id_produto,quantidade,valor_unitario,total,custo_total_item,status
V014214,2025-12-05,C0141,P0411,11,368.63,2300.93,1816.43,Faturado
V014215,2025-12-05,C0124,P0247,34,45.23,872.62,613.03,Faturado
V014216,2025-12-05,C0068,P0056,41,33.15,771.23,551.04,Faturado
V014217,2025-12-05,C0219,P0151,2,104.86,119.0,102.33,Faturado
V014218,2025-12-05,C0102,P0299,21,121.51,1447.94,1079.72,Faturado
V014219,2025-12-05,C0231,P0467,26,173.39,2558.09,1687.21,Faturado
V014220,2025-12-05,C0200,P0054,12,74.83,509.54,310.07,Faturado
V014221,2025-12-05,C0090,P0223,9,38.37,195.95,149.93,Faturado
V014222,2025-12-05,C0162,P0254,41,15.61,363.17,303.49,Faturado
V014223,2025-12-05,C0009,P0068,23,80.33,1048.39,671.81,Faturado
V014224,2025-12-05,C0010,P0053,42,337.99,8055.13,5844.2,Faturado
V014225,2025-12-05,C0125,P0467,5,173.39,491.94,324.46,Faturado
V014226,2025-12-05,C0115,P0245,9,216.9,1107.7,734.57,Faturado
V014227,2025-12-05,C0065,P0486,10,234.1,1328.37,999.51,Faturado
V014228,2025-12-05,C0112,P0040,49,159.88,4445.39,3385.48,Faturado
V014229,2025-12-05,C0242,P0444,10,18.45,104.69,86.23,Faturado
V014230,2025-12-05,C0072,P0342,14,276.34,2195.29,1672.21,Faturado
V014231,2025-12-05,C0074,P0393,36,324.05,6619.63,4566.18,Faturado
V014232,2025-12-05,C0054,P0351,10,286.61,1626.34,1071.95,Faturado
V014233,2025-12-05,C0171,P0138,37,414.85,8709.88,5790.77,Faturado
V014234,2025-12-05,C0241,P0266,41,13.04,303.38,256.2,Faturado
V014235,2025-12-05,C0187,P0414,38,102.99,2220.74,1810.56,Faturado
V014236,2025-12-05,C0089,P0138,48,414.85,11299.3,7512.35,Faturado
V014237,2025-12-05,C0095,P0442,22,144.21,1800.27,1495.14,Faturado
V014238,2025-12-05,C0103,P0292,23,52.35,683.22,516.12,Faturado
V014239,2025-12-05,C0250,P0210,16,160.52,1457.37,913.46,Faturado
V014240,2025-12-06,C0017,P0425,20,393.62,4467.11,3389.9,Faturado
V014241,2025-12-06,C0090,P0005,39,59.66,1320.28,928.08,Faturado
V014242,2025-12-06,C0244,P0100,33,122.52,2294.25,1605.41,Faturado
V014243,2025-12-06,C0108,P0205,30,54.81,933.04,772.47,Faturado
V014244,2025-12-06,C0190,P0180,16,323.91,2940.79,2328.88,Faturado
V014245,2025-12-07,C0119,P0341,46,407.88,10646.56,7335.95,Faturado
V014246,2025-12-07,C0047,P0329,11,31.65,197.55,118.9,Faturado
V014247,2025-12-07,C0168,P0401,39,34.36,760.39,613.52,Faturado
V014248,2025-12-07,C0092,P0357,18,262.77,2683.91,2314.16,Faturado
V014249,2025-12-07,C0248,P0243,27,58.63,898.26,572.5,Faturado
V014250,2025-12-07,C0027,P0499,47,88.82,2368.8,1730.29,Faturado
V014251,2025-12-07,C0040,P0322,10,61.08,346.59,220.25,Faturado
V014252,2025-12-07,C0001,P0435,36,28.03,572.59,419.25,Faturado
V014253,2025-12-08,C0166,P0020,15,72.51,617.18,425.7,Faturado
V014254,2025-12-08,C0025,P0244,3,256.14,436.03,321.65,Faturado
V014255,2025-12-08,C0167,P0377,33,431.59,8081.73,6413.95,Faturado
V014256,2025-12-08,C0004,P0457,38,100.34,2163.6,1540.74,Faturado
V014257,2025-12-08,C0003,P0173,19,177.02,1908.51,1204.61,Faturado
V014258,2025-12-08,C0162,P0445,4,71.24,161.7,96.66,Faturado
V014259,2025-12-08,C0106,P0411,12,368.63,2510.1,1981.57,Faturado
V014260,2025-12-08,C0138,P0122,25,141.44,2006.46,1656.81,Faturado
V014261,2025-12-08,C0113,P0497,34,57.36,1106.64,739.64,Faturado
V014262,2025-12-08,C0027,P0184,17,221.06,2132.45,1419.31,Faturado
V014263,2025-12-08,C0112,P0308,6,38.11,129.75,92.17,Faturado
V014264,2025-12-08,C0090,P0068,12,80.33,546.99,350.51,Faturado
V014265,2025-12-08,C0219,P0293,15,36.27,308.72,249.65,Faturado
V014266,2025-12-08,C0129,P0338,17,105.68,1019.44,770.78,Faturado
V014267,2025-12-08,C0044,P0159,1,131.6,74.67,46.69,Faturado
V014268,2025-12-08,C0212,P0049,14,112.31,892.21,689.95,Faturado
V014269,2025-12-08,C0052,P0181,2,87.5,99.3,63.48,Faturado
V014270,2025-12-08,C0153,P0295,4,60.34,136.96,88.22,Faturado
V014271,2025-12-08,C0202,P0394,2,72.8,82.62,54.63,Faturado
V014272,2025-12-08,C0065,P0393,26,324.05,4780.84,3297.8,Faturado
V014273,2025-12-08,C0208,P0348,46,20.32,530.4,355.41,Faturado
V014274,2025-12-08,C0011,P0476,40,20.41,463.26,320.51,Faturado
V014275,2025-12-08,C0068,P0141,33,14.01,262.34,199.0,Faturado
V014276,2025-12-08,C0227,P0018,48,79.79,2173.25,1577.51,Faturado
V014277,2025-12-08,C0121,P0140,39,16.94,374.88,261.93,Faturado
V014278,2025-12-08,C0077,P0072,6,650.32,2214.1,1642.64,Faturado
V014279,2025-12-08,C0213,P0471,30,90.33,1537.7,1265.67,Faturado
V014280,2025-12-08,C0015,P0242,22,19.45,242.81,152.23,Faturado
V014281,2025-12-08,C0057,P0261,27,98.97,1516.3,984.84,Faturado
V014282,2025-12-08,C0074,P0263,19,51.65,556.86,424.21,Faturado
V014283,2025-12-08,C0064,P0143,10,259.55,1472.79,1089.14,Faturado
V014284,2025-12-08,C0230,P0195,6,74.22,252.69,212.75,Faturado
V014285,2025-12-08,C0011,P0146,26,145.26,2143.08,1535.13,Faturado
V014286,2025-12-08,C0121,P0294,42,40.97,976.42,751.26,Faturado
V014287,2025-12-08,C0224,P0026,3,26.33,44.82,27.77,Faturado
V014288,2025-12-08,C0225,P0422,3,413.5,703.91,528.34,Faturado
V014289,2025-12-08,C0125,P0059,6,25.99,88.49,68.2,Faturado
V014290,2025-12-08,C0148,P0052,49,97.38,2707.6,2182.5,Faturado
V014291,2025-12-08,C0228,P0417,10,142.37,807.86,515.96,Faturado
V014292,2025-12-08,C0030,P0149,38,286.89,6186.12,4585.27,Faturado
V014293,2025-12-08,C0250,P0401,13,34.36,253.46,204.51,Faturado
V014294,2025-12-08,C0010,P0107,38,188.49,4064.35,3112.7,Faturado
V014295,2025-12-08,C0054,P0318,12,116.27,791.71,607.49,Faturado
V014296,2025-12-08,C0186,P0059,46,25.99,678.4,522.88,Faturado
V014297,2025-12-08,C0207,P0258,49,117.52,3267.59,2283.33,Faturado
V014298,2025-12-08,C0157,P0448,27,70.86,1085.64,754.25,Faturado
V014299,2025-12-08,C0129,P0281,8,30.47,138.32,89.49,Faturado
V014300,2025-12-08,C0058,P0425,5,393.62,1116.78,847.47,Faturado
V014301,2025-12-08,C0149,P0019,36,234.69,4794.2,3133.67,Faturado
V014302,2025-12-09,C0115,P0357,12,262.77,1789.27,1542.78,Faturado
V014303,2025-12-09,C0156,P0157,43,1235.87,30155.08,19468.25,Faturado
V014304,2025-12-09,C0010,P0342,33,276.34,5174.6,3941.65,Faturado
V014305,2025-12-09,C0023,P0462,40,379.49,8613.5,5555.66,Faturado
V014306,2025-12-09,C0220,P0382,22,155.17,1937.09,1290.17,Faturado
V014307,2025-12-09,C0226,P0202,38,33.86,730.11,467.46,Faturado
V014308,2025-12-09,C0005,P0267,44,68.31,1705.52,1260.65,Faturado
V014309,2025-12-09,C0082,P0035,48,24.36,663.5,514.86,Faturado
V014310,2025-12-09,C0119,P0255,18,53.64,547.87,337.84,Faturado
V014311,2025-12-09,C0006,P0023,44,94.05,2348.18,1448.7,Faturado
V014312,2025-12-09,C0125,P0456,2,48.16,54.66,37.0,Faturado
V014313,2025-12-09,C0170,P0405,29,163.73,2694.3,1969.33,Faturado
V014314,2025-12-09,C0047,P0165,7,30.74,122.1,73.55,Faturado
V014315,2025-12-09,C0215,P0028,31,115.56,2032.77,1408.34,Faturado
V014316,2025-12-09,C0028,P0372,41,82.65,1922.85,1391.96,Faturado
V014317,2025-12-09,C0233,P0351,18,286.61,2927.41,1929.51,Faturado
V014318,2025-12-09,C0013,P0314,9,230.12,1175.21,758.25,Faturado
V014319,2025-12-09,C0242,P0053,8,337.99,1534.31,1113.18,Faturado
V014320,2025-12-09,C0025,P0284,33,165.73,3103.38,1926.8,Faturado
V014321,2025-12-09,C0007,P0298,5,22.55,63.98,51.33,Faturado
V014322,2025-12-09,C0194,P0475,48,145.72,3968.99,3062.39,Faturado
V014323,2025-12-09,C0080,P0488,14,121.47,964.98,625.47,Faturado
V014324,2025-12-09,C0186,P0085,13,28.97,213.7,169.52,Faturado
V014325,2025-12-09,C0066,P0457,11,100.34,626.31,446.0,Faturado
V014326,2025-12-09,C0036,P0349,20,212.71,2414.0,1823.24,Faturado
V014327,2025-12-09,C0002,P0124,23,559.74,7305.22,5508.81,Faturado
V014328,2025-12-09,C0113,P0445,45,71.24,1819.1,1087.48,Faturado
V014329,2025-12-09,C0038,P0207,27,597.05,9147.32,7296.61,Faturado
V014330,2025-12-09,C0202,P0417,15,142.37,1211.79,773.94,Faturado
V014331,2025-12-09,C0014,P0439,30,390.45,6646.7,4188.68,Faturado
V014332,2025-12-09,C0155,P0165,16,30.74,279.09,168.12,Faturado
V014333,2025-12-09,C0143,P0047,45,243.82,6225.88,4734.56,Faturado
V014334,2025-12-09,C0085,P0420,40,12.74,289.17,216.79,Faturado
V014335,2025-12-10,C0080,P0038,24,461.19,6280.73,5249.92,Faturado
V014336,2025-12-10,C0133,P0072,23,650.32,8487.39,6296.77,Faturado
V014337,2025-12-10,C0174,P0056,37,33.15,695.99,497.28,Faturado
V014338,2025-12-10,C0064,P0167,45,149.78,3824.6,3274.98,Faturado
V014339,2025-12-10,C0210,P0221,15,106.36,905.29,697.28,Faturado
V014340,2025-12-10,C0041,P0076,36,235.19,4804.42,3153.48,Faturado
V014341,2025-12-10,C0098,P0210,14,160.52,1275.19,799.28,Faturado
V014342,2025-12-10,C0172,P0498,20,164.92,1871.64,1440.02,Faturado
V014343,2025-12-10,C0089,P0211,39,51.19,1132.84,873.1,Faturado
V014344,2025-12-10,C0106,P0228,36,39.22,801.18,605.95,Faturado
V014345,2025-12-10,C0226,P0225,27,16.26,249.12,186.22,Faturado
V014346,2025-12-10,C0143,P0453,17,73.92,713.07,518.08,Faturado
V014347,2025-12-10,C0196,P0254,26,15.61,230.3,192.45,Faturado
V014348,2025-12-10,C0179,P0487,41,100.58,2339.99,1822.16,Faturado
V014349,2025-12-10,C0054,P0156,4,261.42,593.36,390.13,Faturado
V014350,2025-12-10,C0196,P0474,3,114.63,195.14,137.63,Faturado
V014351,2025-12-10,C0217,P0363,19,264.41,2850.69,2184.93,Faturado
V014352,2025-12-10,C0233,P0149,41,286.89,6674.5,4947.26,Faturado
V014353,2025-12-10,C0077,P0318,40,116.27,2639.05,2024.95,Faturado
V014354,2025-12-10,C0042,P0279,39,215.23,4763.07,3220.78,Faturado
V014355,2025-12-10,C0174,P0405,7,163.73,650.35,475.36,Faturado
V014356,2025-12-10,C0025,P0459,36,39.11,798.93,493.33,Faturado
V014357,2025-12-10,C0067,P0490,19,86.81,935.93,639.9,Faturado
V014358,2025-12-10,C0163,P0376,12,28.65,195.09,117.68,Faturado
V014359,2025-12-10,C0244,P0231,20,102.64,1164.84,700.86,Faturado
V014360,2025-12-10,C0112,P0400,38,249.4,5377.73,3445.83,Faturado
V014361,2025-12-10,C0073,P0190,12,74.75,508.99,416.63,Faturado
V014362,2025-12-10,C0206,P0225,29,16.26,267.57,200.02,Faturado
V014363,2025-12-10,C0150,P0475,30,145.72,2480.62,1914.0,Faturado
V014364,2025-12-10,C0112,P0065,20,22.73,257.96,213.92,Faturado
V014365,2025-12-10,C0137,P0108,4,100.92,229.06,159.62,Faturado
V014366,2025-12-11,C0071,P0390,2,15.12,17.16,11.29,Faturado
V014367,2025-12-11,C0247,P0274,33,243.51,4559.84,3358.83,Faturado
V014368,2025-12-11,C0240,P0437,12,283.86,1932.88,1196.52,Faturado
V014369,2025-12-11,C0176,P0278,48,142.59,3883.73,2512.08,Faturado
V014370,2025-12-11,C0246,P0485,12,20.2,137.55,111.08,Faturado
V014371,2025-12-11,C0090,P0068,10,80.33,455.82,292.09,Faturado
V014372,2025-12-11,C0031,P0235,41,185.87,4324.27,3457.34,Faturado
V014373,2025-12-11,C0102,P0203,27,401.75,6155.15,4668.76,Faturado
V014374,2025-12-11,C0230,P0233,18,77.95,796.17,511.51,Faturado
V014375,2025-12-11,C0132,P0163,4,52.62,119.43,86.62,Faturado
V014376,2025-12-11,C0163,P0459,40,39.11,887.7,548.15,Faturado
V014377,2025-12-11,C0097,P0098,23,16.62,216.91,145.98,Faturado
V014378,2025-12-11,C0067,P0009,21,324.91,3871.7,3093.06,Faturado
V014379,2025-12-11,C0192,P0415,36,451.42,9221.52,6302.62,Faturado
V014380,2025-12-11,C0211,P0249,30,109.4,1862.33,1482.76,Faturado
V014381,2025-12-11,C0137,P0490,48,86.81,2364.45,1616.59,Faturado
V014382,2025-12-11,C0174,P0480,21,44.44,529.56,371.04,Faturado
V014383,2025-12-11,C0083,P0427,23,34.83,454.57,380.2,Faturado
V014384,2025-12-11,C0184,P0227,21,58.98,702.82,522.53,Faturado
V014385,2025-12-11,C0056,P0241,8,390.5,1772.68,1442.91,Faturado
V014386,2025-12-11,C0211,P0075,39,23.08,510.76,360.12,Faturado
V014387,2025-12-11,C0250,P0017,13,89.81,662.5,399.22,Faturado
V014388,2025-12-11,C0026,P0051,40,129.62,2942.06,2225.76,Faturado
V014389,2025-12-11,C0060,P0228,22,39.22,489.61,370.3,Faturado
V014390,2025-12-11,C0128,P0194,7,361.76,1436.94,1162.67,Faturado
V014391,2025-12-11,C0205,P0280,24,94.76,1290.49,1043.47,Faturado
V014392,2025-12-11,C0214,P0238,5,158.29,449.1,381.98,Faturado
V014393,2025-12-11,C0127,P0381,26,247.0,3644.09,2268.3,Faturado
V014394,2025-12-11,C0240,P0271,10,341.81,1939.56,1365.47,Faturado
V014395,2025-12-11,C0072,P0412,11,141.34,882.22,560.51,Faturado
V014396,2025-12-11,C0216,P0387,40,66.03,1498.72,959.41,Faturado
V014397,2025-12-11,C0090,P0157,38,1235.87,26648.67,17204.5,Faturado
V014398,2025-12-11,C0176,P0254,11,15.61,97.43,81.42,Faturado
V014399,2025-12-11,C0058,P0308,48,38.11,1038.0,737.38,Faturado
V014400,2025-12-11,C0233,P0310,30,407.56,6937.96,4581.02,Faturado
V014401,2025-12-11,C0233,P0314,4,230.12,522.32,337.0,Faturado
V014402,2025-12-11,C0063,P0301,2,615.8,698.86,473.84,Faturado
V014403,2025-12-11,C0120,P0118,13,58.73,433.23,269.97,Faturado
V014404,2025-12-11,C0247,P0333,39,259.01,5731.92,3939.84,Faturado
V014405,2025-12-11,C0186,P0050,17,18.89,182.22,135.7,Faturado
V014406,2025-12-11,C0131,P0278,23,142.59,1860.96,1203.7,Faturado
V014407,2025-12-11,C0135,P0052,45,97.38,2486.57,2004.34,Faturado
V014408,2025-12-11,C0180,P0181,10,87.5,496.51,317.42,Faturado
V014409,2025-12-11,C0114,P0031,13,348.82,2573.14,1675.46,Faturado
V014410,2025-12-12,C0240,P0400,41,249.4,5802.29,3717.87,Faturado
V014411,2025-12-12,C0014,P0451,40,388.59,8820.05,5721.79,Faturado
V014412,2025-12-12,C0042,P0100,30,122.52,2085.68,1459.47,Faturado
V014413,2025-12-12,C0099,P0444,26,18.45,272.2,224.2,Faturado
V014414,2025-12-12,C0220,P0388,4,52.85,119.96,73.72,Faturado
V014415,2025-12-12,C0076,P0356,1,36.92,20.95,14.54,Faturado
V014416,2025-12-12,C0104,P0272,20,145.06,1646.25,1411.23,Faturado
V014417,2025-12-12,C0176,P0425,28,393.62,6253.95,4745.86,Faturado
V014418,2025-12-12,C0121,P0006,45,28.86,736.93,631.25,Faturado
V014419,2025-12-12,C0152,P0042,24,62.05,845.03,572.21,Faturado
V014420,2025-12-12,C0065,P0384,28,346.5,5505.29,4555.69,Faturado
V014421,2025-12-12,C0145,P0441,28,119.73,1902.31,1610.37,Faturado
V014422,2025-12-12,C0038,P0412,5,141.34,401.01,254.78,Faturado
V014423,2025-12-12,C0028,P0356,32,36.92,670.4,465.29,Faturado
V014424,2025-12-12,C0033,P0407,30,127.37,2168.24,1607.13,Faturado
V014425,2025-12-12,C0152,P0253,21,216.43,2579.03,1836.84,Faturado
V014426,2025-12-12,C0111,P0076,42,235.19,5605.15,3679.06,Faturado
V014427,2025-12-12,C0237,P0042,16,62.05,563.35,381.47,Faturado
V014428,2025-12-12,C0126,P0351,8,286.61,1301.07,857.56,Faturado
V014429,2025-12-12,C0128,P0268,12,45.63,310.71,233.73,Faturado
V014430,2025-12-12,C0070,P0380,32,32.5,590.14,458.06,Faturado
V014431,2025-12-12,C0085,P0480,25,44.44,630.42,441.71,Faturado
V014432,2025-12-12,C0237,P0217,3,163.61,278.52,189.95,Faturado
V014433,2025-12-12,C0246,P0064,26,193.75,2858.47,2273.99,Faturado
V014434,2025-12-12,C0132,P0442,36,144.21,2945.89,2446.59,Faturado
V014435,2025-12-12,C0161,P0179,17,133.47,1287.51,834.08,Faturado
V014436,2025-12-12,C0119,P0029,27,272.7,4178.0,2854.98,Faturado
V014437,2025-12-12,C0010,P0275,22,113.51,1417.02,893.5,Faturado
V014438,2025-12-12,C0249,P0470,45,34.14,871.76,672.97,Faturado
V014439,2025-12-12,C0036,P0216,38,32.42,699.06,580.89,Faturado
V014440,2025-12-12,C0205,P0353,35,247.91,4923.58,3192.26,Faturado
V014441,2025-12-12,C0228,P0484,46,134.81,3518.84,2494.78,Faturado
V014442,2025-12-12,C0240,P0301,7,615.8,2446.0,1658.44,Faturado
V014443,2025-12-12,C0073,P0488,3,121.47,206.78,134.03,Faturado
V014444,2025-12-12,C0159,P0054,6,74.83,254.77,155.04,Faturado
V014445,2025-12-12,C0132,P0366,13,103.17,761.05,537.78,Faturado
V014446,2025-12-12,C0122,P0080,46,27.68,722.51,465.32,Faturado
V014447,2025-12-12,C0212,P0194,15,361.76,3079.15,2491.43,Faturado
V014448,2025-12-12,C0136,P0200,26,307.47,4536.23,3407.16,Faturado
V014449,2025-12-12,C0027,P0013,48,39.3,1070.42,852.8,Faturado
V014450,2025-12-12,C0164,P0222,33,175.19,3280.52,2247.18,Faturado
V014451,2025-12-12,C0137,P0193,15,96.3,819.67,514.57,Faturado
V014452,2025-12-12,C0171,P0396,39,27.59,610.57,498.87,Faturado
V014453,2025-12-12,C0152,P0369,41,114.79,2670.59,1597.17,Faturado
V014454,2025-12-12,C0165,P0327,47,17.98,479.52,343.29,Faturado
V014455,2025-12-13,C0221,P0429,3,149.98,255.31,174.17,Faturado
V014456,2025-12-13,C0236,P0468,37,39.41,827.42,543.02,Faturado
V014457,2025-12-13,C0121,P0183,44,14.38,359.03,306.46,Faturado
V014458,2025-12-13,C0100,P0066,12,23.3,158.66,113.16,Faturado
V014459,2025-12-13,C0191,P0323,20,140.57,1595.3,1069.91,Faturado
V014460,2025-12-13,C0182,P0356,23,36.92,481.85,334.43,Faturado
V014461,2025-12-13,C0236,P0208,22,111.77,1395.3,867.63,Faturado
V014462,2025-12-13,C0103,P0054,32,74.83,1358.77,826.87,Faturado
V014463,2025-12-14,C0076,P0234,4,115.0,261.02,200.6,Faturado
V014464,2025-12-14,C0212,P0392,29,225.61,3712.58,2594.95,Faturado
V014465,2025-12-14,C0128,P0154,3,18.7,31.83,19.47,Faturado
V014466,2025-12-14,C0157,P0330,33,19.82,371.14,255.46,Faturado
V014467,2025-12-14,C0014,P0125,30,652.58,11108.98,8407.65,Faturado
V014468,2025-12-14,C0240,P0354,36,43.78,894.33,547.06,Faturado
V014469,2025-12-14,C0005,P0494,9,306.84,1567.02,963.6,Faturado
V014470,2025-12-14,C0250,P0379,1,71.17,40.38,26.75,Faturado
V014471,2025-12-14,C0112,P0100,48,122.52,3337.09,2335.15,Faturado
V014472,2025-12-14,C0027,P0053,23,337.99,4411.14,3200.4,Faturado
V014473,2025-12-15,C0130,P0461,35,91.43,1815.83,1213.58,Faturado
V014474,2025-12-15,C0022,P0305,31,310.94,5469.62,4446.07,Faturado
V014475,2025-12-15,C0249,P0143,13,259.55,1914.62,1415.88,Faturado
V014476,2025-12-15,C0181,P0442,26,144.21,2127.59,1766.98,Faturado
V014477,2025-12-15,C0017,P0181,22,87.5,1092.32,698.32,Faturado
V014478,2025-12-15,C0112,P0030,32,67.86,1232.21,1056.5,Faturado
V014479,2025-12-15,C0125,P0460,15,113.48,965.89,778.24,Faturado
V014480,2025-12-15,C0056,P0253,11,216.43,1350.92,962.15,Faturado
V014481,2025-12-15,C0212,P0040,16,159.88,1451.55,1105.46,Faturado
V014482,2025-12-15,C0216,P0187,47,45.92,1224.67,853.81,Faturado
V014483,2025-12-15,C0237,P0319,6,51.64,175.82,117.09,Faturado
V014484,2025-12-15,C0159,P0304,46,533.36,13921.87,10805.41,Faturado
V014485,2025-12-15,C0244,P0227,11,58.98,368.14,273.7,Faturado
V014486,2025-12-15,C0043,P0220,10,350.65,1989.73,1346.33,Faturado
V014487,2025-12-15,C0200,P0380,16,32.5,295.07,229.03,Faturado
V014488,2025-12-15,C0121,P0324,12,35.15,239.35,181.0,Faturado
V014489,2025-12-15,C0181,P0391,7,136.56,542.43,373.47,Faturado
V014490,2025-12-15,C0133,P0431,39,210.02,4647.77,3797.26,Faturado
V014491,2025-12-15,C0130,P0043,27,69.77,1068.94,904.65,Faturado
V014492,2025-12-15,C0121,P0144,24,664.64,9051.42,7290.73,Faturado
V014493,2025-12-15,C0187,P0278,15,142.59,1213.67,785.02,Faturado
V014494,2025-12-15,C0132,P0319,6,51.64,175.82,117.09,Faturado
V014495,2025-12-15,C0227,P0174,19,120.19,1295.81,820.35,Faturado
V014496,2025-12-15,C0162,P0247,8,45.23,205.32,144.24,Faturado
V014497,2025-12-15,C0195,P0173,47,177.02,4721.06,2979.82,Faturado
V014498,2025-12-15,C0112,P0041,36,99.25,2027.46,1542.14,Faturado
V014499,2025-12-15,C0212,P0409,13,73.63,543.15,421.95,Faturado
V014500,2025-12-15,C0201,P0050,33,18.89,353.72,263.42,Faturado
V014501,2025-12-15,C0134,P0323,32,140.57,2552.48,1711.86,Faturado
V014502,2025-12-15,C0186,P0180,28,323.91,5146.38,4075.53,Faturado
V014503,2025-12-15,C0175,P0342,40,276.34,6272.24,4777.76,Faturado
V014504,2025-12-15,C0005,P0159,49,131.6,3659.07,2287.77,Faturado
V014505,2025-12-15,C0061,P0037,10,459.55,2607.67,1644.82,Faturado
V014506,2025-12-15,C0233,P0406,33,187.6,3512.9,2470.56,Faturado
V014507,2025-12-15,C0056,P0027,1,359.27,203.86,166.52,Faturado
V014508,2025-12-15,C0102,P0376,21,28.65,341.4,205.94,Faturado
V014509,2025-12-16,C0152,P0085,6,28.97,98.63,78.24,Faturado
V014510,2025-12-16,C0016,P0345,28,206.88,3286.97,2549.58,Faturado
V014511,2025-12-16,C0081,P0468,12,39.41,268.35,176.11,Faturado
V014512,2025-12-16,C0188,P0429,47,149.98,3999.91,2728.64,Faturado
V014513,2025-12-16,C0208,P0329,22,31.65,395.11,237.8,Faturado
V014514,2025-12-16,C0210,P0080,24,27.68,376.96,242.78,Faturado
V014515,2025-12-16,C0177,P0220,34,350.65,6765.07,4577.51,Faturado
V014516,2025-12-16,C0132,P0424,19,188.93,2036.92,1387.35,Faturado
V014517,2025-12-16,C0194,P0110,24,141.67,1929.34,1364.94,Faturado
V014518,2025-12-16,C0177,P0253,20,216.43,2456.22,1749.37,Faturado
V014519,2025-12-16,C0113,P0497,34,57.36,1106.64,739.64,Faturado
V014520,2025-12-16,C0159,P0317,47,93.12,2483.48,1620.46,Faturado
V014521,2025-12-16,C0066,P0164,27,99.82,1529.33,1192.83,Faturado
V014522,2025-12-16,C0054,P0103,44,131.07,3272.47,2161.12,Faturado
V014523,2025-12-16,C0002,P0113,29,59.48,978.79,610.32,Faturado
V014524,2025-12-16,C0061,P0252,1,103.13,58.52,47.77,Faturado
V014525,2025-12-16,C0015,P0152,46,90.38,2359.12,1487.16,Faturado
V014526,2025-12-16,C0060,P0336,36,224.21,4580.12,3060.13,Faturado
V014527,2025-12-16,C0112,P0398,43,30.46,743.22,630.42,Faturado
V014528,2025-12-16,C0043,P0368,39,216.52,4791.61,3910.44,Faturado
V014529,2025-12-16,C0093,P0251,45,79.05,2018.52,1486.04,Faturado
V014530,2025-12-16,C0226,P0354,46,43.78,1142.75,699.02,Faturado
V014531,2025-12-16,C0168,P0088,7,215.59,856.34,635.5,Faturado
V014532,2025-12-16,C0224,P0495,43,448.14,10934.56,6660.12,Faturado
V014533,2025-12-16,C0213,P0459,20,39.11,443.85,274.07,Faturado
V014534,2025-12-16,C0030,P0493,20,40.12,455.31,296.24,Faturado
V014535,2025-12-16,C0063,P0100,25,122.52,1738.07,1216.22,Faturado
V014536,2025-12-16,C0024,P0120,43,103.46,2524.41,1718.51,Faturado
V014537,2025-12-16,C0172,P0385,21,243.1,2896.83,2199.97,Faturado
V014538,2025-12-16,C0014,P0303,9,86.09,439.66,362.27,Faturado
V014539,2025-12-16,C0028,P0204,27,111.63,1710.27,1166.99,Faturado
V014540,2025-12-16,C0142,P0149,28,286.89,4558.19,3378.62,Faturado
V014541,2025-12-16,C0184,P0201,25,457.93,6496.18,4484.8,Faturado
V014542,2025-12-16,C0108,P0295,36,60.34,1232.61,794.0,Faturado
V014543,2025-12-16,C0034,P0003,34,13.53,261.03,188.37,Faturado
V014544,2025-12-16,C0078,P0400,2,249.4,283.04,181.36,Faturado
V014545,2025-12-16,C0247,P0068,9,80.33,410.24,262.88,Faturado
V014546,2025-12-16,C0217,P0154,19,18.7,201.61,123.31,Faturado
V014547,2025-12-16,C0012,P0494,15,306.84,2611.69,1606.0,Faturado
V014548,2025-12-16,C0184,P0182,21,31.58,376.31,248.36,Faturado
V014549,2025-12-16,C0061,P0013,16,39.3,356.81,284.27,Faturado
V014550,2025-12-16,C0105,P0189,2,12.2,13.85,9.18,Faturado
V014551,2025-12-16,C0189,P0020,26,72.51,1069.77,737.87,Faturado
V014552,2025-12-16,C0040,P0339,44,89.61,2237.32,1575.73,Faturado
V014553,2025-12-16,C0148,P0283,29,77.67,1278.12,908.27,Faturado
V014554,2025-12-16,C0240,P0386,33,34.67,649.21,475.6,Faturado
V014555,2025-12-16,C0170,P0010,34,209.24,4036.85,3434.73,Faturado
V014556,2025-12-16,C0007,P0188,46,31.99,835.01,503.12,Faturado
V014557,2025-12-16,C0079,P0345,27,206.88,3169.58,2458.53,Faturado
V014558,2025-12-16,C0121,P0019,7,234.69,932.21,609.33,Faturado
V014559,2025-12-16,C0073,P0143,49,259.55,7216.66,5336.77,Faturado
V014560,2025-12-16,C0068,P0103,15,131.07,1115.61,736.74,Faturado
V014561,2025-12-16,C0031,P0303,17,86.09,830.46,684.28,Faturado
V014562,2025-12-16,C0215,P0241,9,390.5,1994.26,1623.28,Faturado
V014563,2025-12-17,C0199,P0416,19,34.97,377.02,227.72,Faturado
V014564,2025-12-17,C0191,P0111,17,357.13,3445.04,2122.68,Faturado
V014565,2025-12-17,C0232,P0212,3,21.83,37.16,29.76,Faturado
V014566,2025-12-17,C0062,P0171,3,76.51,130.24,89.71,Faturado
V014567,2025-12-17,C0042,P0339,39,89.61,1983.08,1396.67,Faturado
V014568,2025-12-17,C0024,P0366,28,103.17,1639.2,1158.29,Faturado
V014569,2025-12-17,C0163,P0475,31,145.72,2563.3,1977.8,Faturado
V014570,2025-12-17,C0205,P0484,42,134.81,3212.85,2277.85,Faturado
