statement_type,periodo,codigo_conta,conta,grupo_dre,valor
BALANCO,2026-01,,passivo_circulante,Resumo Gerencial,688996.64
BALANCO,2026-01,,passivo_nao_circulante,Resumo Gerencial,306220.73
BALANCO,2026-01,,patrimonio_liquido,Resumo Gerencial,10523210.46
DFC,2026-01,,caixa_operacional,Resumo Gerencial,1319262.16
DFC,2026-01,,caixa_investimento,Resumo Gerencial,-95693.98
DFC,2026-01,,caixa_financiamento,Resumo Gerencial,57416.39
DFC,2026-01,,variacao_caixa,Resumo Gerencial,1280984.57
DFC,2026-01,,caixa_final,Resumo Gerencial,11518427.83
DRE,2026-02,,receita_bruta,Resumo Gerencial,3485019.68
DRE,2026-02,,receita_liquida,Resumo Gerencial,3485019.68
DRE,2026-02,,cmv,Resumo Gerencial,-1902388.19
DRE,2026-02,,lucro_bruto,Resumo Gerencial,1582631.49
DRE,2026-02,,despesas_operacionais,Resumo Gerencial,-389945.01
DRE,2026-02,,ebitda,Resumo Gerencial,1192686.48
DRE,2026-02,,lucro_liquido,Resumo Gerencial,1192686.48
BALANCO,2026-02,,ativo_circulante,Resumo Gerencial,12711114.31
BALANCO,2026-02,,passivo_circulante,Resumo Gerencial,627303.54
BALANCO,2026-02,,passivo_nao_circulante,Resumo Gerencial,278801.57
BALANCO,2026-02,,patrimonio_liquido,Resumo Gerencial,11805009.19
DFC,2026-02,,caixa_operacional,Resumo Gerencial,1192686.48
DFC,2026-02,,caixa_investimento,Resumo Gerencial,0.0
DFC,2026-02,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2026-02,,variacao_caixa,Resumo Gerencial,1192686.48
DFC,2026-02,,caixa_final,Resumo Gerencial,12711114.31
DRE,2026-03,,receita_bruta,Resumo Gerencial,4066632.85
DRE,2026-03,,receita_liquida,Resumo Gerencial,4066632.85
DRE,2026-03,,cmv,Resumo Gerencial,-2226375.74
DRE,2026-03,,lucro_bruto,Resumo Gerencial,1840257.11
DRE,2026-03,,despesas_operacionais,Resumo Gerencial,-441338.52
DRE,2026-03,,ebitda,Resumo Gerencial,1398918.59
DRE,2026-03,,lucro_liquido,Resumo Gerencial,1398918.59
BALANCO,2026-03,,ativo_circulante,Resumo Gerencial,14110032.9
BALANCO,2026-03,,passivo_circulante,Resumo Gerencial,731993.91
BALANCO,2026-03,,passivo_nao_circulante,Resumo Gerencial,325330.63
BALANCO,2026-03,,patrimonio_liquido,Resumo Gerencial,13052708.36
DFC,2026-03,,caixa_operacional,Resumo Gerencial,1398918.59
DFC,2026-03,,caixa_investimento,Resumo Gerencial,0.0
DFC,2026-03,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2026-03,,variacao_caixa,Resumo Gerencial,1398918.59
DFC,2026-03,,caixa_final,Resumo Gerencial,14110032.9
DRE,2026-04,,receita_bruta,Resumo Gerencial,4119074.2
DRE,2026-04,,receita_liquida,Resumo Gerencial,4119074.2
DRE,2026-04,,cmv,Resumo Gerencial,-2263084.81
DRE,2026-04,,lucro_bruto,Resumo Gerencial,1855989.39
DRE,2026-04,,despesas_operacionais,Resumo Gerencial,-447802.49
DRE,2026-04,,ebitda,Resumo Gerencial,1408186.9
DRE,2026-04,,lucro_liquido,Resumo Gerencial,1408186.9
BALANCO,2026-04,,ativo_circulante,Resumo Gerencial,15518219.8
BALANCO,2026-04,,passivo_circulante,Resumo Gerencial,741433.36
BALANCO,2026-04,,passivo_nao_circulante,Resumo Gerencial,329525.94
BALANCO,2026-04,,patrimonio_liquido,Resumo Gerencial,14447260.51
DFC,2026-04,,caixa_operacional,Resumo Gerencial,1408186.9
DFC,2026-04,,caixa_investimento,Resumo Gerencial,-102976.86
DFC,2026-04,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2026-04,,variacao_caixa,Resumo Gerencial,1305210.05
DFC,2026-04,,caixa_final,Resumo Gerencial,15518219.8
DRE,2026-05,,receita_bruta,Resumo Gerencial,2986068.01
DRE,2026-05,,receita_liquida,Resumo Gerencial,2986068.01
DRE,2026-05,,cmv,Resumo Gerencial,-1642534.93
DRE,2026-05,,lucro_bruto,Resumo Gerencial,1343533.08
DRE,2026-05,,despesas_operacionais,Resumo Gerencial,-342633.05
DRE,2026-05,,ebitda,Resumo Gerencial,1000900.03
DRE,2026-05,,lucro_liquido,Resumo Gerencial,1000900.03
BALANCO,2026-05,,ativo_circulante,Resumo Gerencial,16519119.83
BALANCO,2026-05,,passivo_circulante,Resumo Gerencial,537492.24
BALANCO,2026-05,,passivo_nao_circulante,Resumo Gerencial,238885.44
BALANCO,2026-05,,patrimonio_liquido,Resumo Gerencial,15742742.15
DFC,2026-05,,caixa_operacional,Resumo Gerencial,1000900.03
DFC,2026-05,,caixa_investimento,Resumo Gerencial,0.0
DFC,2026-05,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2026-05,,variacao_caixa,Resumo Gerencial,1000900.03
DFC,2026-05,,caixa_final,Resumo Gerencial,16519119.83
